queue_index,id,decision,reviewed_banglish,notes,subject,answer,quality_status,warnings
787,benqa_ext_10th-Physics_0228,,"ke koyantam totto prodan koren?
A. niuton
B. ainostain
C. sotyendronath bosu
D. myaks plyangk
Answer with only A, B, C, or D.",,Physics,D,ai_assisted_review_pass_v1,
788,benqa_ext_10th-Physics_0230,,"obotol dorpone dwigun fokas durotter baire lokshyobostu sthapon kora hole bimber prokriti kemon hobe?
A. bastob o ulto
B. bastob o soja
C. obastob o ulta
D. obastob o soja
Answer with only A, B, C, or D.",,Physics,A,ai_assisted_review_pass_v1,
789,benqa_ext_10th-Physics_0231,,"rastar bank dekhar jony somotol dorpon kot digri kone sthapon korote hoy?
A. 30\degree
B. 45\degree
C. 60\degree
D. 90\degree
Answer with only A, B, C, or D.",,Physics,B,ai_assisted_review_pass_v1,
790,benqa_ext_10th-Physics_0235,,"bijnanira bujhote paren poromanugulo- i. asole obinoshbor noy ii. bhengge tejoskriy bikiron hote pare iii. tader shokti bikiron kore niukliyaser bhitor pore jabe nicher konoti sothik?
A. i and ii
B. i and iii
C. ii and iii
D. i, ii and iii
Answer with only A, B, C, or D.",,Physics,A,ai_assisted_review_pass_v1,
791,benqa_ext_10th-Physics_0237,,"kon somporkoti soty?
A. V = QW
B. W = \frac{V}{Q}
C. Q = WV
D. W = VQ
Answer with only A, B, C, or D.",,Physics,D,ai_assisted_review_pass_v1,
792,benqa_ext_10th-Physics_0242,,"nobayonojogy shokti hochchhe- i. bayu shokti ii. bayo fuyel iii. koyola nicher konoti sothik?
A. i and ii
B. i and iii
C. ii and iii
D. i, ii and iii
Answer with only A, B, C, or D.",,Physics,A,ai_assisted_review_pass_v1,
793,benqa_ext_10th-Physics_0246,,"poribahike tene dwigun kora hole rodh kot gun hobe ?
A. 0.5
B. 2
C. 4
D. 6
Answer with only A, B, C, or D.",,Physics,B,ai_assisted_review_pass_v1,
794,benqa_ext_10th-Physics_0247,,"obotol ayona byobohrit hoy- i. daktari kaje ii. teliskope iii. doinondin jibone nicher konoti sothik?
A. i o ii
B. i o iii
C. ii o iii
D. i, ii o iii
Answer with only A, B, C, or D.",,Physics,A,ai_assisted_review_pass_v1,
795,benqa_ext_10th-Physics_0249,,"nicher konoti nyano sekend?
A. 10^{-6} sec
B. 10^{-9} sec
C. 10^{6} sec
D. 10^{9} sec
Answer with only A, B, C, or D.",,Physics,B,ai_assisted_review_pass_v1,
796,benqa_ext_10th-Physics_0251,,"prokritite bidyoman moulik bol koyoti?
A. 2 ti
B. 3 ti
C. 4 ti
D. 5 ti
Answer with only A, B, C, or D.",,Physics,C,ai_assisted_review_pass_v1,
797,benqa_ext_10th-Physics_0255,,"shokti sobocheye sadharon rup konoti?
A. tap shokti
B. jantrik shokti
C. alok shokti
D. bidyut shokti
Answer with only A, B, C, or D.",,Physics,B,ai_assisted_review_pass_v1,
798,benqa_ext_10th-Physics_0270,,"kshomotar matra konoti?
A. MLT^{-2}
B. ML^{2}T^{-2}
C. ML^{-1}T^{-3}
D. ML^{2}T^{-3}
Answer with only A, B, C, or D.",,Physics,D,ai_assisted_review_pass_v1,
799,benqa_ext_10th-Physics_0271,,"rodh prosthochchheder kshetrofoler sathe kibhabe somporkojukt?
A. byastanupate
B. somanupate
C. borger byostanupate
D. borgomuler byostanupate
Answer with only A, B, C, or D.",,Physics,A,ai_assisted_review_pass_v1,
800,benqa_ext_10th-Physics_0274,,"sorasori hritopinder bhitor diye kot matrar bidyut probahit hole manush mara jete pare?
A. 5 mA
B. 10 mA
C. 68 mA
D. 20 mA
Answer with only A, B, C, or D.",,Physics,C,ai_assisted_review_pass_v1,
801,benqa_ext_10th-Physics_0275,,"nikshipt bostur kshetre nicher kon sutr byobohar kora hoy?
A. v^{2}-v^{2}-2gh
B. v = u + gt
C. v^{2} = v^{2}-2gh
D. h-vt+\frac{1}{2}gt^{2}
Answer with only A, B, C, or D.",,Physics,C,ai_assisted_review_pass_v1,
802,benqa_ext_10th-Physics_0276,,"40 m unchu dalaner chhad theke kono bostu chhere dile eti kot bege bhu-prishthoke aghat korobe?
A. 784ms^{-1}
B. 28ms^{-1}
C. 19.79ms^{-1}
D. 14 ms^{-1}
Answer with only A, B, C, or D.",,Physics,B,ai_assisted_review_pass_v1,
803,benqa_ext_10th-Physics_0282,,"2\Omega rodher tinoti rodh porospor somantorale songjukt korole tuly rodher man kot ohom hobe?
A. 6
B. 4
C. 0.55
D. 0.67
Answer with only A, B, C, or D.",,Physics,D,ai_assisted_review_pass_v1,
804,benqa_ext_10th-Physics_0297,,"ekoti bostuke 19.6 ms^{-1} bege khara uporer dike nikshep korole bostuti sorbochch kot uchchotay uthobe?
A. 2 m
B. 4.9 m
C. 9,8 m
D. 19.6 m
Answer with only A, B, C, or D.",,Physics,D,ai_assisted_review_pass_v1,
805,benqa_ext_10th-Physics_0302,,"1 tera = kot?
A. 10^{15}
B. 10^{12}
C. 10^{-12}
D. 10^{-15}
Answer with only A, B, C, or D.",,Physics,B,ai_assisted_review_pass_v1,
806,benqa_ext_10th-Physics_0304,,"ekoti donder doirghy (12 \pm 0.05) cm. doirghy porimaper apekshik truti kot?
A. 12.05
B. 11.95
C. 0.42
D. 0.0042
Answer with only A, B, C, or D.",,Physics,C,ai_assisted_review_pass_v1,
807,benqa_ext_12th-Physics-I_0010,,"ekoti bonduker gulir bhor o beg jodi dwigun kora hoy tahole gotishokti kot gun hobe?
A. 2 gun
B. 4 gun
C. 8 gun
D. 16 gun
Answer with only A, B, C, or D.",,Physics-I,C,ai_assisted_review_pass_v1,
808,benqa_ext_12th-Physics-I_0014,,"bikriti bonam piron lekhochitrer dhal ki nirdesh kore?
A. sthitisthapok gunangk
B. poyosoner onupat
C. mot kritokaj
D. ekok ayotone bibhoboshokti
Answer with only A, B, C, or D.",,Physics-I,A,ai_assisted_review_pass_v1,
809,benqa_ext_12th-Physics-I_0021,,"\frac{1}{2}\hat{i}+\frac{1}{2}\hat{j}+m\hat{k} ekoti ekok bhektor hole m er man kot?
A. \frac{1}{\sqrt{2}}
B. \frac{1}{2}
C. \frac{1}{4}
D. 1
Answer with only A, B, C, or D.",,Physics-I,A,ai_assisted_review_pass_v1,
810,benqa_ext_12th-Physics-I_0028,,"kono bostur gotishokti 300% briddhi korole er bhorobeg briddhi pabe-
A. 100%
B. 200%
C. 300%
D. 400%
Answer with only A, B, C, or D.",,Physics-I,A,ai_assisted_review_pass_v1,
811,benqa_ext_12th-Physics-I_0030,,"obhikorshoj tworon g er poribortoner karon- i. ahnik goti ii. prithibir akar iii. ichchota o gobhirota nicher konoti sothik?
A. i o ii
B. ii o iii
C. i o iii
D. i, ii o iii
Answer with only A, B, C, or D.",,Physics-I,D,ai_assisted_review_pass_v1,
812,benqa_ext_12th-Physics-I_0031,,"sury hote prithibir durotto kome gele bochhore dine songkhya-
A. komobe
B. barobe
C. ekoi thakobe
D. osim hobe
Answer with only A, B, C, or D.",,Physics-I,A,ai_assisted_review_pass_v1,
813,benqa_ext_12th-Physics-I_0034,,"kono bostur ayoton gunangk (K) ebong songnomyotar (C) modhye sompork konoti?
A. C=\frac{1}{K}
B. C=\frac{3}{2}KT
C. C=\sqrt{\frac{3KT}{m}}
D. \frac{C}{K}=1
Answer with only A, B, C, or D.",,Physics-I,A,ai_assisted_review_pass_v1,
814,benqa_ext_12th-Physics-I_0037,,"ekojon lok 40 kg bhorer ekoti bojha mathay niye 2 minit danriye thakole tar kajer poriman kot?
A. 0 J
B. 80 J
C. 392 J
D. 4800 J
Answer with only A, B, C, or D.",,Physics-I,A,ai_assisted_review_pass_v1,
815,benqa_ext_12th-Physics-I_0039,,"ekoti groher bhor o byasardh jothakrome prithibir bhor o byasardher ordhek hole oi groher prishthe g-er man prithibi prishther g-er maner-
A. soman
B. ordhek
C. dwigun
D. charogun
Answer with only A, B, C, or D.",,Physics-I,C,ai_assisted_review_pass_v1,
816,benqa_ext_12th-Physics-I_0047,,"kono gyaser onugulor mul gor borgobeg porom tapomatrar-
A. somanupatik
B. byostanupatik
C. borgomuler somanupatik
D. borgomuler byostanupatik
Answer with only A, B, C, or D.",,Physics-I,C,ai_assisted_review_pass_v1,
817,benqa_ext_12th-Physics-I_0052,,"iuroniyam, thoriyam esob moulik podarther tejoskriy bhanggon ghote kon boler karone?
A. mohakorsh bol
B. torit choumbok bol
C. durbol niukliy bol
D. sobol niukliy bol
Answer with only A, B, C, or D.",,Physics-I,C,ai_assisted_review_pass_v1,
818,benqa_ext_12th-Physics-I_0057,,"sorolochhondit konar soron punorabritti hoy kokhon?
A. \frac{2\pi}{\omega } somoy por
B. \frac{\pi}{\omega } somoy por
C. \frac{\omega}{2\pi} somoy por
D. \frac{\omega}{\pi} somoy por
Answer with only A, B, C, or D.",,Physics-I,A,ai_assisted_review_pass_v1,
819,benqa_ext_12th-Physics-I_0062,,"ekoti balotite kichhu poriman pani niye r byasardher brittopothe ullomb tole ghurano hochchhe, ghurnoner kounik goti kot hole balotir pani baire ber hobe na?
A. \sqrt{r/g}
B. \sqrt{g/r}
C. \sqrt{rg}
D. rg
Answer with only A, B, C, or D.",,Physics-I,B,ai_assisted_review_pass_v1,
820,benqa_ext_12th-Physics-I_0069,,"PV' rashiti gyaser kshetre nirdesh kore-
A. shokti
B. kshomota
C. bhorobeg
D. jorota
Answer with only A, B, C, or D.",,Physics-I,A,ai_assisted_review_pass_v1,
821,benqa_ext_12th-Physics-I_0086,,"oksijen (O_{2}) gyaser proti onur gor gotishokti kot?
A. \frac{3}{2}RT
B. \frac{3}{2}KT
C. \frac{5}{2}RT
D. \frac{5}{2}KT
Answer with only A, B, C, or D.",,Physics-I,D,ai_assisted_review_pass_v1,
822,benqa_ext_12th-Physics-I_0088,,"kalik poryayokromer udahoron konoti?
A. skeler upor dag
B. sharter dorakata dag
C. tarer tarer goti
D. kothin podarther kelaser modhye onu
Answer with only A, B, C, or D.",,Physics-I,C,ai_assisted_review_pass_v1,
823,benqa_ext_12th-Physics-I_0096,,"\vec{P} o \vec{Q} duti somomaner bhektor porospor biporit dike kriya korochhe. bhektor dutir lobdhi \vec{R} o \vec{P} er modhyoborti kon konoti?
A. 90\degree
B. 60\degree
C. 45\degree
D. 0\degree
Answer with only A, B, C, or D.",,Physics-I,D,ai_assisted_review_pass_v1,
824,benqa_ext_12th-Physics-I_0097,,"torker ekok konoti?
A. N^{-1}m
B. Nm^{-2}
C. Nm
D. Nm^{-1}
Answer with only A, B, C, or D.",,Physics-I,C,ai_assisted_review_pass_v1,
825,benqa_ext_12th-Physics-I_0103,,"konoti skelar rashi?
A. gradiyent
B. bhaibharojens
C. karl
D. soron
Answer with only A, B, C, or D.",,Physics-I,B,ai_assisted_review_pass_v1,
826,benqa_ext_12th-Physics-I_0110,,"N.T.P. te haidrojener ghonotb 0.09 kgm^{-3} onugulor mulogor borgobeg nirnoy koro.
A. 1.84 kms^{-1}
B. 2.84 kms^{-1}
C. 3.38 kms^{-1}
D. 4.00 kms^{-1}
Answer with only A, B, C, or D.",,Physics-I,A,ai_assisted_review_pass_v1,
827,benqa_ext_12th-Physics-I_0112,,"\hat{J}\times (\hat{j}\times \vec{k}) = kot?
A. -\hat{k}
B. 0
C. \hat{k}
D. \hat{i}
Answer with only A, B, C, or D.",,Physics-I,A,ai_assisted_review_pass_v1,
828,benqa_ext_12th-Physics-I_0116,,"somojatiy osomomaner ebong biporitomukhi bhektoroke ki bole?
A. biporit bhektor
B. biprotip bhektor
C. bisodrish bhektor
D. sodrish bhektor
Answer with only A, B, C, or D.",,Physics-I,C,ai_assisted_review_pass_v1,
829,benqa_ext_12th-Physics-I_0118,,"brittakar pothe ghurnonorot kono bostur upor kendromukhi bol dwara kritokaj holo-
A. rinatmok
B. shuny
C. dhonatmok
D. osim
Answer with only A, B, C, or D.",,Physics-I,B,ai_assisted_review_pass_v1,
830,benqa_ext_12th-Physics-I_0130,,"poryayokal dwigun korole sorolodoloker doirghy kotogun briddhi korote hobe?
A. 4
B. 2
C. \frac{1}{2}
D. \frac{1}{4}
Answer with only A, B, C, or D.",,Physics-I,A,ai_assisted_review_pass_v1,
831,benqa_ext_12th-Physics-I_0131,,"sorolodolon gotisomponn kono konar tworon kot hobe?
A. a=\omega x^{2}
B. a=-\omega^{2} x
C. a=-\omega x
D. a=\omega^{2} x
Answer with only A, B, C, or D.",,Physics-I,B,ai_assisted_review_pass_v1,
832,benqa_ext_12th-Physics-I_0132,,"sorolodoloker gotir kshetre \frac{1}{2}kA^{2} nirdesh kore- i. sorbochch sthitishokti ii. sorbochch gotishokti iii. mot shokti nicher konoti sothik?
A. i o ii
B. i o iii
C. ii o iii
D. i, ii o iii
Answer with only A, B, C, or D.",,Physics-I,D,ai_assisted_review_pass_v1,
833,benqa_ext_12th-Physics-I_0135,,"apekshik ardrota prokash kora hoy- i. R = \frac{F}{f} ii. R = \frac{f}{F} iii. R = \frac{f}{F}\times 100% nicher konoti sothik?
A. i o ii
B. i o iii
C. ii o iii
D. i, ii o iii
Answer with only A, B, C, or D.",,Physics-I,C,ai_assisted_review_pass_v1,
834,benqa_ext_12th-Physics-I_0138,,"\hat{i} ebong \hat{j} je tole obosthit sei toler upor lomb, ekok bhektor holo-
A. (\hat{j}\times \hat{k})
B. (\hat{i}\times \hat{j})
C. (k\times i)
D. (i\times k)
Answer with only A, B, C, or D.",,Physics-I,B,ai_assisted_review_pass_v1,
835,benqa_ext_12th-Physics-I_0150,,"ayoton sthir rekhe gyaser tapomatra briddhi kora hole-
A. chap hras pabe
B. briddhi pabe
C. chap dhrub thakobe
D. konotii noy
Answer with only A, B, C, or D.",,Physics-I,B,ai_assisted_review_pass_v1,
836,benqa_ext_12th-Physics-I_0152,,"|\vec{A} + \vec{B}| = |\vec{A} - \vec{B}| hole \vec{A} o \vec{B} er modhyoborti kon hobe-
A. 0\degree
B. 30\degree
C. 90\degree
D. 180\degree
Answer with only A, B, C, or D.",,Physics-I,C,ai_assisted_review_pass_v1,
837,benqa_ext_12th-Physics-I_0159,,"dosha bolote bujhay-
A. beg
B. tworon
C. obosthan
D. sobogulo
Answer with only A, B, C, or D.",,Physics-I,D,ai_assisted_review_pass_v1,
838,benqa_ext_12th-Physics-I_0161,,"i = 0 somoye sorolodolon gotisomponn kono bostur doshake bola hoy-
A. kounik dosha
B. roikhik dosha
C. dosha
D. tatokshonik dosha
Answer with only A, B, C, or D.",,Physics-I,C,ai_assisted_review_pass_v1,
839,benqa_ext_12th-Physics-I_0163,,"0.01 kg bhorer ekoti bostukona sorolorekha borabor sorol dolon goti orjon kore. er dolonokal 2 sec bistar 0.1 m ebong soron 0.02m. uddipoke ullikhit soronokale gotishokti bibhoboshoktir kotogun?
A. 0.42
B. 2.4
C. 4.2
D. 24
Answer with only A, B, C, or D.",,Physics-I,D,ai_assisted_review_pass_v1,
840,benqa_ext_12th-Physics-I_0166,,"30^{\circ}C tapomatray ekoti gyasoke sthir chape uttopt kora hole ayoton tinogun hoy. gyasotir churant tapomatra kot hobe?
A. + 909\degree C
B. + 636\degree C
C. + 276\degree C
D. - 170\degree C
Answer with only A, B, C, or D.",,Physics-I,B,ai_assisted_review_pass_v1,
841,benqa_ext_12th-Physics-I_0173,,"#ERROR!
A. mul bhektor duti osoman o biporitomukhi
B. mul bhektor duti osoman o somomukhi
C. mul bhektor duti soman o somomukhi
D. mul bhektor duti soman o biporitomukhi
Answer with only A, B, C, or D.",,Physics-I,D,ai_assisted_review_pass_v1,
842,benqa_ext_12th-Physics-I_0182,,"6 sbadhinota matra somponn kono onur mot shokti hobe-
A. \frac{1}{2} KT
B. KT
C. 3 KT
D. 6 KT
Answer with only A, B, C, or D.",,Physics-I,C,ai_assisted_review_pass_v1,
843,benqa_ext_12th-Physics-I_0189,,"torker ekok- i. Nm ii. dync-cm iii. ft-poundal nicher konoti sothik?
A. i o ii
B. i o iii
C. ii o iii
D. i, ii o iii
Answer with only A, B, C, or D.",,Physics-I,D,ai_assisted_review_pass_v1,
844,benqa_ext_12th-Physics-I_0195,,"sferoomitarer loghishth dhruboker man 0.01 mm hole, nicher kon bedhoti nirbhulobhabe mapa jabe?
A. 0.005 mm
B. 0.001 mm
C. 0.02 mm
D. 0.002 mm
Answer with only A, B, C, or D.",,Physics-I,C,ai_assisted_review_pass_v1,
845,benqa_ext_12th-Physics-I_0204,,"ekoti chaakar bhor ebong byasardh jothakrome 2.5 kg ebong 2 m; chakatite 10 rads^{-2} kounik tworon srishti korote proyojoniy tork-
A. 10 Nm
B. 25 Nm
C. 50 Nm
D. 100 Nm
Answer with only A, B, C, or D.",,Physics-I,D,ai_assisted_review_pass_v1,
846,benqa_ext_12th-Physics-I_0223,,"kono bostur upor bahyik torker lobdhi shuny hole- i. sthir bostu sthir thake ii. ghurnayoman bostu theme jabe iii. ghurnayoman bostu somokounik bege ghurote thakobe nicher konoti sothik
A. i
B. ii
C. i o ii
D. i o iii
Answer with only A, B, C, or D.",,Physics-I,D,ai_assisted_review_pass_v1,
847,benqa_ext_12th-Physics-I_0225,,"ekoti sekend doloker doirghy 1% briddhi korole ukt dolokoti dine kot sekend somoy harabe?
A. 129.8 s
B. 258.5 s
C. 327.5 s
D. 429.8 s
Answer with only A, B, C, or D.",,Physics-I,D,ai_assisted_review_pass_v1,
848,benqa_ext_12th-Physics-I_0227,,"mul gor borgobeg c ebong chap P er modhye sompork hol-
A. c=\sqrt{\frac{3P}{\rho}}
B. c=\sqrt{\frac{3\rho}{P}}
C. c=\sqrt{\frac{P}{3\rho}}
D. c=\sqrt{\frac{\rho}{3P}}
Answer with only A, B, C, or D.",,Physics-I,A,ai_assisted_review_pass_v1,
849,benqa_ext_12th-Physics-I_0229,,"\hat{i}, \hat{j}, \hat{k} tinoti ekok bhektor nirdesh kore. \hat{i}.(\hat{k}\times \hat{j}) = kot?
A. 1
B. -1
C. 0
D. \hat{k}
Answer with only A, B, C, or D.",,Physics-I,B,ai_assisted_review_pass_v1,
850,benqa_ext_12th-Physics-I_0238,,"ekoti sorolodooloker karyokor doirghy ordhek kore prithibir kendre niye gele er dolonokal-
A. shuny hobe
B. \frac{1}{\sqrt{2}} hobe
C. oporibortit thakobe
D. osim hobe
Answer with only A, B, C, or D.",,Physics-I,D,ai_assisted_review_pass_v1,
851,benqa_ext_12th-Physics-I_0245,,"ghurnonorot bostur kshetre, projukt bol o obosthan bhektorer modhyoborti kon \theta hole- i. \theta = 180^{\circ} hole ghurnonobol sorbochch hobe ii. \theta = 0^{\circ} hole ghurnobol sorbonimn hobe iii. \theta = 90^{\circ} hole ghurnonobol sorbochch hobe nicher konoti sothik?
A. i o ii
B. i o iii
C. ii o iii
D. i, ii o iii
Answer with only A, B, C, or D.",,Physics-I,C,ai_assisted_review_pass_v1,
852,benqa_ext_12th-Physics-I_0247,,"sorbochch kajer jony projukt bol o soroner modhyoborti kon-
A. 0^{\circ}
B. 30^{\circ}
C. 60^{\circ}
D. 90^{\circ}
Answer with only A, B, C, or D.",,Physics-I,A,ai_assisted_review_pass_v1,
853,benqa_ext_12th-Physics-I_0251,,"bostuke jebhabei rakha hok na ken tar ojon je bishesh bindur modhy diye prithibir kendrer dike kriya kore take ki bole?
A. obhikorsh kendr
B. obhikorsh tworon
C. mohakorsh bol
D. mohakorsh kshetr praboly
Answer with only A, B, C, or D.",,Physics-I,A,ai_assisted_review_pass_v1,
854,benqa_ext_12th-Physics-I_0259,,"ekoti bostu nirdisht dike je durotto otikrom kore take ki bole?
A. obosthan bhektor
B. soron bhektor
C. ekok bhektor
D. nal bhektor
Answer with only A, B, C, or D.",,Physics-I,B,ai_assisted_review_pass_v1,
855,benqa_ext_12th-Physics-I_0274,,"ekoti konar upor \vec{F}=(2\hat{i}+3\hat{j}-\hat{k})N bol proyog koray konatir \vec{r}=(\hat{i}+\hat{j}+\hat{k})m soron ghote. \vec{F} o \vec{r} er modhyoborti kon kot?
A. 48.19^{\circ}
B. 51.88^{\circ}
C. 81.84^{\circ}
D. 84.53^{\circ}
Answer with only A, B, C, or D.",,Physics-I,B,ai_assisted_review_pass_v1,
856,benqa_ext_12th-Physics-I_0278,,"200 gm bhorer ekoti bostu 10 m upor theke porole bhumi sporsh korar purb muhurte er gotishokti kot?
A. 19.6 J
B. 39.2 J
C. 78.4 J
D. 98 J
Answer with only A, B, C, or D.",,Physics-I,A,ai_assisted_review_pass_v1,
857,benqa_ext_12th-Physics-I_0282,,"ekoti silindare 27^{\circ}C tapomatray hiliyam gyas achhe. gyaser duti onur beg jothakrome 9 ms^{-1} o 10 ms^{-1}. hiliyam onur gor gotishokti kot?
A. 6232.5 J
B. 3739.5 J
C. 6.21\times 10^{-21}J
D. 10.35\times 10^{-21}J
Answer with only A, B, C, or D.",,Physics-I,C,ai_assisted_review_pass_v1,
858,benqa_ext_12th-Physics-I_0285,,"PV = dhrubok, somikoronoti nicher kon prokriyake somorthon kore?
A. somonch
B. som ayoton
C. som chap
D. ruddhotapiy
Answer with only A, B, C, or D.",,Physics-I,A,ai_assisted_review_pass_v1,
859,benqa_ext_12th-Physics-I_0286,,"8\frac{d^{2}x}{dt^{2}}+200x = 0 somikoron dwara bornit sorolochhondit gotir kounik kompangk kot?
A. 5 rads^{-1}
B. 8 rads^{-1}
C. 25 rads^{-1}
D. 200 rads^{-1}
Answer with only A, B, C, or D.",,Physics-I,A,ai_assisted_review_pass_v1,
860,benqa_ext_12th-Physics-I_0287,,"nicher kon shorter jony kritokaj dhonatmok bole bibechit hobe? (bol o soroner modhyoborti kon)
A. 0\degree < \theta < 90\degree
B. 0\degree \leq < 90\degree
C. 90\degree < \theta \leq 180\degree
D. 90\degree \leq \theta \leq 180\degree
Answer with only A, B, C, or D.",,Physics-I,B,ai_assisted_review_pass_v1,
861,benqa_ext_12th-Physics-I_0294,,"gyaser chapiy sutrotite nicher kon rashitir man sthir thake?
A. tapomatra
B. tap
C. chap
D. ayoton
Answer with only A, B, C, or D.",,Physics-I,D,ai_assisted_review_pass_v1,
862,benqa_ext_12th-Physics-I_0295,,"nicher kon bhektorer padobindu o shirshobindu ekoi?
A. soman bhektor
B. bhektor
C. somorekh bhektor
D. ekok bhektor
Answer with only A, B, C, or D.",,Physics-I,B,ai_assisted_review_pass_v1,
863,benqa_ext_12th-Physics-I_0299,,"iuroniyam, thoriyam ityadi moulik podarther tejoskriy bhangon ghote kena boler karone?
A. tejoskriy bol
B. torit choumbok bol
C. niukliy bol
D. sobol niukliy bol
Answer with only A, B, C, or D.",,Physics-I,C,ai_assisted_review_pass_v1,
864,benqa_ext_12th-Physics-I_0303,,"\vec{A} = 9\hat{i} o \vec{B} = \frac{1}{9} \hat{i} bhektorodboy- i. sodrish bhektor ii. biprotip bhektor iii. porospor lomb
A. ii
B. i o ii
C. ii o iii
D. i, ii o iii
Answer with only A, B, C, or D.",,Physics-I,B,ai_assisted_review_pass_v1,
865,benqa_ext_12th-Physics-II_0004,,"ekoti karno injin jokhon 72\degree C tapomatray tapograhoke thake tokhon kormodokshota 40%. grahoker tapomatra sthir rekhe injinotike 60% doksh korote hole- i. utoser poribortit tapomatra hobe 862.5 K ii. utoser tapomotra briddhi pabe 287.5 K iii. utoser tapomatra hras pabe 287.5 K nicher konoti sothik?
A. i
B. iii
C. i o ii
D. i o iii
Answer with only A, B, C, or D.",,Physics-II,C,ai_assisted_review_pass_v1,
866,benqa_ext_12th-Physics-II_0010,,"apekshik totto onusare gotishilotar dorun-
A. doirghy hras pay
B. bhor hras pay
C. doirghy briddhi pay
D. somoy songkuchit hoy
Answer with only A, B, C, or D.",,Physics-II,A,ai_assisted_review_pass_v1,
867,benqa_ext_12th-Physics-II_0013,,"rodher biporit rashi nicher konoti?
A. poribahita
B. apekshik rodh
C. ushnota gunangk
D. probah ghonotb
Answer with only A, B, C, or D.",,Physics-II,A,ai_assisted_review_pass_v1,
868,benqa_ext_12th-Physics-II_0016,,"35 \Omega rodher ekoti gyalobhanomitarer sathe kot maner sant jukt korole purber 8 gun toritoprobah porimap kora jabe?
A. 0.2 \Omega
B. 0.24 \Omega
C. 5.0 \Omega
D. 210 \Omega
Answer with only A, B, C, or D.",,Physics-II,C,ai_assisted_review_pass_v1,
869,benqa_ext_12th-Physics-II_0020,,"98.6\degree F tapomatrar somotuly tharmodayonamik tapomatra kot?
A. 310.16 K
B. 345.16 K
C. 393.16 K
D. 408.16 K
Answer with only A, B, C, or D.",,Physics-II,A,ai_assisted_review_pass_v1,
870,benqa_ext_12th-Physics-II_0022,,"ruddhotapiy 1 atm chape rakha gyasoke prosarit kore dwigun kora hole je churant chap hoy, somoshn prokriyay sei ekoi chap pete gyasoke kotogun prosarit korote hobe?
A. 1.4
B. 2.6
C. 5.2
D. 7.8
Answer with only A, B, C, or D.",,Physics-II,B,ai_assisted_review_pass_v1,
871,benqa_ext_12th-Physics-II_0032,,"poribahir modhy diye torit probaher fole utoponn tap H hoy- i. H \propto I^{2} ii. H \propto t iii. H \propto R nicher konoti sothik?
A. i o ii
B. i o iii
C. ii o iii
D. i, ii o iii
Answer with only A, B, C, or D.",,Physics-II,D,ai_assisted_review_pass_v1,
872,benqa_ext_12th-Physics-II_0033,,"gothonomulok byoticharer kshetre uporipatit toronggodboyer modhye poth parthoky hobe-
A. \frac{\lambda}{2} er jugm gunitok
B. \frac{\lambda}{2} er ojugm gunitok
C. \lambda er jugm gunitok
D. \lambda er ojugm gunitok
Answer with only A, B, C, or D.",,Physics-II,A,ai_assisted_review_pass_v1,
873,benqa_ext_12th-Physics-II_0043,,"tranojistorer kshetre- i. I_{C} = I_{E} - I_{B} ii. \beta = \frac{\alpha}{1 - \alpha} iii. \alpha = \frac{\beta}{1 + \beta} nicher konoti sothik?
A. i o ii
B. ii o iii
C. i o iii
D. i, ii o iii
Answer with only A, B, C, or D.",,Physics-II,D,ai_assisted_review_pass_v1,
874,benqa_ext_12th-Physics-II_0044,,"torongger dui bindur modhy poth parthoky \frac{\lambda}{8} hole dosha parthoky kot?
A. \frac{\pi}{2}
B. \frac{\pi}{4}
C. \frac{\pi}{6}
D. \frac{\pi}{8}
Answer with only A, B, C, or D.",,Physics-II,B,ai_assisted_review_pass_v1,
875,benqa_ext_12th-Physics-II_0049,,"tranojistor byobohrit hoy- i. amoplifayar hisebe ii. suich hisebe iii. rekotifayar hisebe nicher konoti sothik?
A. i o ii
B. ii o iii
C. i o iii
D. i, ii o iii
Answer with only A, B, C, or D.",,Physics-II,A,ai_assisted_review_pass_v1,
876,benqa_ext_12th-Physics-II_0054,,"alok torongger duti bindur poth parthoky \frac{lambda}{4} hole dosha parthoky hobe?
A. \pi
B. \frac{\pi}{2}
C. \frac{\pi}{4}
D. \frac{\pi}{8}
Answer with only A, B, C, or D.",,Physics-II,B,ai_assisted_review_pass_v1,
877,benqa_ext_12th-Physics-II_0062,,"m_{0} sthir bhorosomponn ekoti bostu jodi alor bege dhabit hoy tahole tar bhor hobe-
A. 0
B. m_{0}
C. 2m_{0}
D. \infty
Answer with only A, B, C, or D.",,Physics-II,D,ai_assisted_review_pass_v1,
878,benqa_ext_12th-Physics-II_0066,,"jarmeniyamer sathe nicher kon mouloti jukt korole N-type ordhoporibahi toiri hobe?
A. aluminiyam
B. gyaliyam
C. arsenik
D. indiyam
Answer with only A, B, C, or D.",,Physics-II,C,ai_assisted_review_pass_v1,
879,benqa_ext_12th-Physics-II_0072,,"unmukt sisteme sistem o poribesher modhye adan-prodan hoy konoti?
A. bhor o bhorobeg
B. bhorobeg o shokti
C. bhor o shokti
D. bhor o chap
Answer with only A, B, C, or D.",,Physics-II,C,ai_assisted_review_pass_v1,
