queue_index,id,subject,grade,answer,priority,quality_status,warnings,source_file,source_row
473,benqa_ext_12th-Chemistry-I_0285,Chemistry-I,12th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,285
474,benqa_ext_12th-Chemistry-I_0287,Chemistry-I,12th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,287
475,benqa_ext_12th-Chemistry-I_0299,Chemistry-I,12th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,299
476,benqa_ext_12th-Chemistry-I_0300,Chemistry-I,12th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,300
477,benqa_ext_12th-Chemistry-I_0320,Chemistry-I,12th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,320
478,benqa_ext_12th-Chemistry-I_0325,Chemistry-I,12th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,325
479,benqa_ext_12th-Chemistry-I_0330,Chemistry-I,12th,B,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,330
480,benqa_ext_12th-Chemistry-I_0335,Chemistry-I,12th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,335
481,benqa_ext_12th-Chemistry-I_0336,Chemistry-I,12th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,336
482,benqa_ext_12th-Chemistry-I_0337,Chemistry-I,12th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,337
483,benqa_ext_12th-Chemistry-I_0338,Chemistry-I,12th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,338
484,benqa_ext_12th-Chemistry-I_0345,Chemistry-I,12th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,345
485,benqa_ext_12th-Chemistry-I_0347,Chemistry-I,12th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,347
486,benqa_ext_12th-Chemistry-I_0351,Chemistry-I,12th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,351
487,benqa_ext_12th-Chemistry-I_0357,Chemistry-I,12th,B,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,357
488,benqa_ext_12th-Chemistry-I_0359,Chemistry-I,12th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,359
489,benqa_ext_12th-Chemistry-I_0366,Chemistry-I,12th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,366
490,benqa_ext_12th-Chemistry-I_0367,Chemistry-I,12th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,367
491,benqa_ext_12th-Chemistry-II_0004,Chemistry-II,12th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,4
492,benqa_ext_12th-Chemistry-II_0009,Chemistry-II,12th,B,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,9
493,benqa_ext_12th-Chemistry-II_0018,Chemistry-II,12th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,18
494,benqa_ext_12th-Chemistry-II_0021,Chemistry-II,12th,B,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,21
495,benqa_ext_12th-Chemistry-II_0026,Chemistry-II,12th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,26
496,benqa_ext_12th-Chemistry-II_0027,Chemistry-II,12th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,27
497,benqa_ext_12th-Chemistry-II_0034,Chemistry-II,12th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,34
498,benqa_ext_12th-Chemistry-II_0038,Chemistry-II,12th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,38
499,benqa_ext_12th-Chemistry-II_0039,Chemistry-II,12th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,39
500,benqa_ext_12th-Chemistry-II_0047,Chemistry-II,12th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,47
501,benqa_ext_12th-Chemistry-II_0048,Chemistry-II,12th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,48
502,benqa_ext_12th-Chemistry-II_0053,Chemistry-II,12th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,53
503,benqa_ext_12th-Chemistry-II_0057,Chemistry-II,12th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,57
504,benqa_ext_12th-Chemistry-II_0060,Chemistry-II,12th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,60
505,benqa_ext_12th-Chemistry-II_0077,Chemistry-II,12th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,77
506,benqa_ext_12th-Chemistry-II_0094,Chemistry-II,12th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,94
507,benqa_ext_12th-Chemistry-II_0100,Chemistry-II,12th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,100
508,benqa_ext_12th-Chemistry-II_0109,Chemistry-II,12th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,109
509,benqa_ext_12th-Chemistry-II_0110,Chemistry-II,12th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,110
510,benqa_ext_12th-Chemistry-II_0118,Chemistry-II,12th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,118
511,benqa_ext_12th-Chemistry-II_0121,Chemistry-II,12th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,121
512,benqa_ext_12th-Chemistry-II_0130,Chemistry-II,12th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,130
513,benqa_ext_12th-Chemistry-II_0135,Chemistry-II,12th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,135
514,benqa_ext_12th-Chemistry-II_0144,Chemistry-II,12th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,144
515,benqa_ext_12th-Chemistry-II_0145,Chemistry-II,12th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,145
516,benqa_ext_12th-Chemistry-II_0157,Chemistry-II,12th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,157
517,benqa_ext_12th-Chemistry-II_0160,Chemistry-II,12th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,160
518,benqa_ext_12th-Chemistry-II_0161,Chemistry-II,12th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,161
519,benqa_ext_12th-Chemistry-II_0164,Chemistry-II,12th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,164
520,benqa_ext_12th-Chemistry-II_0167,Chemistry-II,12th,B,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,167
521,benqa_ext_12th-Chemistry-II_0173,Chemistry-II,12th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,173
522,benqa_ext_12th-Chemistry-II_0179,Chemistry-II,12th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,179
523,benqa_ext_12th-Chemistry-II_0191,Chemistry-II,12th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,191
524,benqa_ext_12th-Chemistry-II_0206,Chemistry-II,12th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,206
525,benqa_ext_12th-Chemistry-II_0213,Chemistry-II,12th,B,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,213
526,benqa_ext_12th-Chemistry-II_0215,Chemistry-II,12th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,215
527,benqa_ext_12th-Chemistry-II_0224,Chemistry-II,12th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,224
528,benqa_ext_12th-Chemistry-II_0234,Chemistry-II,12th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,234
529,benqa_ext_12th-Chemistry-II_0239,Chemistry-II,12th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,239
530,benqa_ext_12th-Chemistry-II_0246,Chemistry-II,12th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,246
531,benqa_ext_12th-Chemistry-II_0248,Chemistry-II,12th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,248
532,benqa_ext_12th-Chemistry-II_0259,Chemistry-II,12th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,259
533,benqa_ext_12th-Chemistry-II_0262,Chemistry-II,12th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,262
534,benqa_ext_12th-Chemistry-II_0268,Chemistry-II,12th,B,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,268
535,benqa_ext_12th-Chemistry-II_0271,Chemistry-II,12th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,271
536,benqa_ext_12th-Chemistry-II_0283,Chemistry-II,12th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,283
537,benqa_ext_12th-Chemistry-II_0284,Chemistry-II,12th,B,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,284
538,benqa_ext_12th-Chemistry-II_0308,Chemistry-II,12th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,308
539,benqa_ext_12th-Chemistry-II_0330,Chemistry-II,12th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,330
540,benqa_ext_12th-Chemistry-II_0339,Chemistry-II,12th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,339
541,benqa_ext_12th-Chemistry-II_0341,Chemistry-II,12th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,341
542,benqa_ext_12th-Chemistry-II_0355,Chemistry-II,12th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,355
543,benqa_ext_12th-Chemistry-II_0366,Chemistry-II,12th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,366
544,benqa_ext_12th-Chemistry-II_0367,Chemistry-II,12th,B,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,367
545,benqa_ext_12th-Chemistry-II_0371,Chemistry-II,12th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,371
546,benqa_ext_12th-Chemistry-II_0377,Chemistry-II,12th,B,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,377
547,benqa_ext_12th-Chemistry-II_0385,Chemistry-II,12th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,385
548,benqa_ext_12th-Chemistry-II_0389,Chemistry-II,12th,B,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,389
549,benqa_ext_10th-Math_0005,Math,10th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Math.csv,5
550,benqa_ext_10th-Math_0012,Math,10th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Math.csv,12
551,benqa_ext_10th-Math_0015,Math,10th,B,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Math.csv,15
552,benqa_ext_10th-Math_0019,Math,10th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Math.csv,19
553,benqa_ext_10th-Math_0027,Math,10th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Math.csv,27
554,benqa_ext_10th-Math_0028,Math,10th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Math.csv,28
555,benqa_ext_10th-Math_0036,Math,10th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Math.csv,36
556,benqa_ext_10th-Math_0050,Math,10th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Math.csv,50
557,benqa_ext_10th-Math_0067,Math,10th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Math.csv,67
558,benqa_ext_10th-Math_0084,Math,10th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Math.csv,84
559,benqa_ext_10th-Math_0085,Math,10th,B,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Math.csv,85
560,benqa_ext_10th-Math_0089,Math,10th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Math.csv,89
561,benqa_ext_10th-Math_0098,Math,10th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Math.csv,98
562,benqa_ext_10th-Math_0105,Math,10th,B,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Math.csv,105
563,benqa_ext_10th-Math_0107,Math,10th,B,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Math.csv,107
564,benqa_ext_10th-Math_0115,Math,10th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Math.csv,115
565,benqa_ext_10th-Math_0125,Math,10th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Math.csv,125
566,benqa_ext_10th-Math_0140,Math,10th,B,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Math.csv,140
567,benqa_ext_10th-Math_0150,Math,10th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Math.csv,150
568,benqa_ext_10th-Math_0158,Math,10th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Math.csv,158
569,benqa_ext_10th-Math_0159,Math,10th,B,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Math.csv,159
570,benqa_ext_10th-Math_0163,Math,10th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Math.csv,163
571,benqa_ext_10th-Math_0174,Math,10th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Math.csv,174
572,benqa_ext_10th-Math_0197,Math,10th,B,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Math.csv,197
573,benqa_ext_10th-Math_0199,Math,10th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Math.csv,199
574,benqa_ext_10th-Math_0207,Math,10th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Math.csv,207
575,benqa_ext_10th-Math_0215,Math,10th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Math.csv,215
576,benqa_ext_10th-Math_0227,Math,10th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Math.csv,227
577,benqa_ext_10th-Math_0231,Math,10th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Math.csv,231
578,benqa_ext_10th-Math_0258,Math,10th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Math.csv,258
579,benqa_ext_10th-Math_0298,Math,10th,B,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Math.csv,298
580,benqa_ext_10th-Math_0301,Math,10th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Math.csv,301
581,benqa_ext_10th-Math_0322,Math,10th,B,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Math.csv,322
582,benqa_ext_10th-Math_0325,Math,10th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Math.csv,325
583,benqa_ext_10th-Math_0339,Math,10th,B,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Math.csv,339
584,benqa_ext_10th-Math_0347,Math,10th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Math.csv,347
585,benqa_ext_10th-Math_0352,Math,10th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Math.csv,352
586,benqa_ext_10th-Math_0355,Math,10th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Math.csv,355
587,benqa_ext_10th-Math_0362,Math,10th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Math.csv,362
588,benqa_ext_8th-Math_0003,Math,8th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/8th-Math.csv,3
589,benqa_ext_8th-Math_0014,Math,8th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/8th-Math.csv,14
590,benqa_ext_8th-Math_0016,Math,8th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/8th-Math.csv,16
591,benqa_ext_8th-Math_0018,Math,8th,B,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/8th-Math.csv,18
592,benqa_ext_8th-Math_0036,Math,8th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/8th-Math.csv,36
593,benqa_ext_8th-Math_0061,Math,8th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/8th-Math.csv,61
594,benqa_ext_8th-Math_0103,Math,8th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/8th-Math.csv,103
595,benqa_ext_8th-Math_0108,Math,8th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/8th-Math.csv,108
596,benqa_ext_8th-Math_0111,Math,8th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/8th-Math.csv,111
597,benqa_ext_8th-Math_0120,Math,8th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/8th-Math.csv,120
598,benqa_ext_8th-Math_0142,Math,8th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/8th-Math.csv,142
599,benqa_ext_8th-Math_0143,Math,8th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/8th-Math.csv,143
600,benqa_ext_8th-Math_0148,Math,8th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/8th-Math.csv,148
601,benqa_ext_8th-Math_0156,Math,8th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/8th-Math.csv,156
602,benqa_ext_8th-Math_0157,Math,8th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/8th-Math.csv,157
603,benqa_ext_8th-Math_0181,Math,8th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/8th-Math.csv,181
604,benqa_ext_8th-Math_0195,Math,8th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/8th-Math.csv,195
605,benqa_ext_8th-Math_0202,Math,8th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/8th-Math.csv,202
606,benqa_ext_12th-Math-I_0009,Math-I,12th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,9
607,benqa_ext_12th-Math-I_0011,Math-I,12th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,11
608,benqa_ext_12th-Math-I_0014,Math-I,12th,B,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,14
609,benqa_ext_12th-Math-I_0018,Math-I,12th,B,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,18
610,benqa_ext_12th-Math-I_0022,Math-I,12th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,22
611,benqa_ext_12th-Math-I_0024,Math-I,12th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,24
612,benqa_ext_12th-Math-I_0030,Math-I,12th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,30
613,benqa_ext_12th-Math-I_0037,Math-I,12th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,37
614,benqa_ext_12th-Math-I_0044,Math-I,12th,B,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,44
615,benqa_ext_12th-Math-I_0052,Math-I,12th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,52
616,benqa_ext_12th-Math-I_0054,Math-I,12th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,54
617,benqa_ext_12th-Math-I_0059,Math-I,12th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,59
618,benqa_ext_12th-Math-I_0065,Math-I,12th,B,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,65
619,benqa_ext_12th-Math-I_0084,Math-I,12th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,84
620,benqa_ext_12th-Math-I_0090,Math-I,12th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,90
621,benqa_ext_12th-Math-I_0095,Math-I,12th,B,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,95
622,benqa_ext_12th-Math-I_0106,Math-I,12th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,106
623,benqa_ext_12th-Math-I_0107,Math-I,12th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,107
624,benqa_ext_12th-Math-I_0108,Math-I,12th,B,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,108
625,benqa_ext_12th-Math-I_0115,Math-I,12th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,115
626,benqa_ext_12th-Math-I_0121,Math-I,12th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,121
627,benqa_ext_12th-Math-I_0127,Math-I,12th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,127
628,benqa_ext_12th-Math-I_0131,Math-I,12th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,131
629,benqa_ext_12th-Math-I_0135,Math-I,12th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,135
630,benqa_ext_12th-Math-I_0141,Math-I,12th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,141
631,benqa_ext_12th-Math-I_0143,Math-I,12th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,143
632,benqa_ext_12th-Math-I_0160,Math-I,12th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,160
633,benqa_ext_12th-Math-I_0167,Math-I,12th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,167
634,benqa_ext_12th-Math-I_0169,Math-I,12th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,169
635,benqa_ext_12th-Math-I_0170,Math-I,12th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,170
636,benqa_ext_12th-Math-I_0176,Math-I,12th,B,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,176
637,benqa_ext_12th-Math-I_0178,Math-I,12th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,178
638,benqa_ext_12th-Math-I_0180,Math-I,12th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,180
639,benqa_ext_12th-Math-I_0189,Math-I,12th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,189
640,benqa_ext_12th-Math-I_0192,Math-I,12th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,192
