model,id,gold,banglish_option,banglish_correct,banglish_D,banglish_wrong_D,banglish_invalid,highest_coverage_options,lowest_coverage_options,max_option_coverage,min_option_coverage,d_coverage,d_coverage_rank,d_among_highest_coverage,d_not_highest_coverage,d_among_lowest_coverage,d_not_lowest_coverage,d_strict_highest_coverage,all_options_same_coverage,A_coverage,B_coverage,C_coverage,D_coverage,A_token_count,B_token_count,C_token_count,D_token_count,A_seen_token_count,B_seen_token_count,C_seen_token_count,D_seen_token_count
Qwen3-4B,benqa_12th-Chemistry-I_0140,D,D,True,True,False,False,A;B;C;D,A;B;C;D,0.0,0.0,0.0,1,True,False,True,False,False,True,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0
Qwen3-4B,benqa_12th-Chemistry-I_0174,A,D,False,True,True,False,A,B,1.0,0.0,0.5,2,False,True,False,True,False,False,1.0,0.0,0.5,0.5,1,1,2,2,1,0,1,1
Qwen3-4B,benqa_12th-Chemistry-I_0190,B,D,False,True,True,False,C,A;B;D,1.0,0.0,0.0,2,False,True,True,False,False,False,0.0,0.0,1.0,0.0,1,1,1,0,0,0,1,0
Qwen3-4B,benqa_12th-Chemistry-I_0218,D,D,True,True,False,False,A;B;C;D,A;B;C;D,0.0,0.0,0.0,1,True,False,True,False,False,True,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0
Qwen3-4B,benqa_12th-Chemistry-I_0227,D,D,True,True,False,False,A;B;C;D,A;B;C;D,0.0,0.0,0.0,1,True,False,True,False,False,True,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
Qwen3-4B,benqa_12th-Chemistry-I_0260,D,D,True,True,False,False,A;B;C;D,A;B;C;D,0.0,0.0,0.0,1,True,False,True,False,False,True,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
Qwen3-4B,benqa_12th-Chemistry-I_0286,C,D,False,True,True,False,B,A;C;D,1.0,0.0,0.0,2,False,True,True,False,False,False,0.0,1.0,0.0,0.0,0,1,1,1,0,1,0,0
Qwen3-4B,benqa_12th-Chemistry-I_0303,D,D,True,True,False,False,D,A;B;C,1.0,0.0,1.0,1,True,False,False,True,True,False,0.0,0.0,0.0,1.0,1,1,1,1,0,0,0,1
Qwen3-4B,benqa_12th-Chemistry-I_0328,B,D,False,True,True,False,A;B;C;D,A;B;C;D,1.0,1.0,1.0,1,True,False,True,False,False,True,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1
Qwen3-4B,benqa_12th-Math-II_0043,D,D,True,True,False,False,A;B;C;D,A;B;C;D,0.0,0.0,0.0,1,True,False,True,False,False,True,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0
Qwen3-4B,benqa_12th-Math-II_0214,C,C,True,False,False,False,A;B;C;D,A;B;C;D,0.0,0.0,0.0,1,True,False,True,False,False,True,0.0,0.0,0.0,0.0,2,2,1,1,0,0,0,0
Qwen3-4B,benqa_12th-Math-II_0230,D,D,True,True,False,False,A,B,1.0,0.0,0.5,2,False,True,False,True,False,False,1.0,0.0,0.5,0.5,1,1,2,2,1,0,1,1
Qwen3-4B,benqa_12th-Math-II_0234,A,invalid,False,False,False,True,A;B;C;D,A;B;C;D,0.0,0.0,0.0,1,True,False,True,False,False,True,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0
Qwen3-4B,benqa_12th-Math-I_0029,B,D,False,True,True,False,A;B;C;D,A;B;C;D,0.0,0.0,0.0,1,True,False,True,False,False,True,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
Qwen3-4B,benqa_12th-Math-I_0088,C,D,False,True,True,False,A;B;C;D,A;B;C;D,0.0,0.0,0.0,1,True,False,True,False,False,True,0.0,0.0,0.0,0.0,1,1,1,2,0,0,0,0
Qwen3-4B,benqa_12th-Math-I_0120,D,D,True,True,False,False,A;B;C;D,A;B;C;D,0.0,0.0,0.0,1,True,False,True,False,False,True,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
Qwen3-4B,benqa_12th-Math-I_0186,A,D,False,True,True,False,A;B;C;D,A;B;C;D,0.0,0.0,0.0,1,True,False,True,False,False,True,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
Qwen3-4B,benqa_12th-Math-I_0187,B,D,False,True,True,False,A;B;C;D,A;B;C;D,0.0,0.0,0.0,1,True,False,True,False,False,True,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0
Qwen3-4B,benqa_12th-Math-I_0202,B,B,True,False,False,False,A;B;C;D,A;B;C;D,0.0,0.0,0.0,1,True,False,True,False,False,True,0.0,0.0,0.0,0.0,2,2,3,3,0,0,0,0
Qwen3-4B,benqa_12th-Math-I_0218,A,C,False,False,False,False,A;B;C;D,A;B;C;D,0.0,0.0,0.0,1,True,False,True,False,False,True,0.0,0.0,0.0,0.0,2,2,3,3,0,0,0,0
Qwen3-4B,benqa_12th-Math-I_0310,B,B,True,False,False,False,D,A,1.0,0.0,1.0,1,True,False,False,True,True,False,0.0,0.5,0.5,1.0,1,2,2,1,0,1,1,1
Qwen3-4B,benqa_12th-Math-I_0326,B,invalid,False,False,False,True,A;B;C;D,A;B;C;D,0.0,0.0,0.0,1,True,False,True,False,False,True,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
Qwen3-4B,benqa_12th-Math-I_0342,C,D,False,True,True,False,A;B;C;D,A;B;C;D,0.25,0.25,0.25,1,True,False,True,False,False,True,0.25,0.25,0.25,0.25,4,4,4,4,1,1,1,1
Qwen3-4B,benqa_12th-Math-I_0383,D,D,True,True,False,False,B;D,A;C,0.5,0.0,0.5,1,True,False,False,True,False,False,0.0,0.5,0.0,0.5,1,2,2,2,0,1,0,1
Qwen3-4B,benqa_12th-Physics-II_0037,B,D,False,True,True,False,A;B;C;D,A;B;C;D,0.0,0.0,0.0,1,True,False,True,False,False,True,0.0,0.0,0.0,0.0,1,1,2,2,0,0,0,0
Qwen3-4B,benqa_12th-Physics-II_0046,C,D,False,True,True,False,A,C,1.0,0.0,0.5,2,False,True,False,True,False,False,1.0,0.5,0.0,0.5,1,2,1,2,1,1,0,1
Qwen3-4B,benqa_12th-Physics-II_0085,D,D,True,True,False,False,A,B,1.0,0.0,0.5,2,False,True,False,True,False,False,1.0,0.0,0.5,0.5,1,1,2,2,1,0,1,1
Qwen3-4B,benqa_12th-Physics-II_0088,A,D,False,True,True,False,A,B,1.0,0.0,0.5,2,False,True,False,True,False,False,1.0,0.0,0.5,0.5,1,1,2,2,1,0,1,1
Qwen3-4B,benqa_12th-Physics-II_0131,B,D,False,True,True,False,A;B;C;D,A;B;C;D,0.0,0.0,0.0,1,True,False,True,False,False,True,0.0,0.0,0.0,0.0,9,9,9,9,0,0,0,0
Qwen3-4B,benqa_12th-Physics-II_0195,B,D,False,True,True,False,A;B;C;D,A;B;C;D,0.0,0.0,0.0,1,True,False,True,False,False,True,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0
Qwen3-4B,benqa_12th-Physics-II_0213,D,C,False,False,False,False,A;B;C;D,A;B;C;D,0.0,0.0,0.0,1,True,False,True,False,False,True,0.0,0.0,0.0,0.0,2,3,3,3,0,0,0,0
Qwen3-4B,benqa_12th-Physics-II_0219,D,D,True,True,False,False,A;B;C;D,A;B;C;D,0.0,0.0,0.0,1,True,False,True,False,False,True,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
Qwen3-4B,benqa_12th-Physics-II_0267,B,D,False,True,True,False,A,B,1.0,0.0,0.5,2,False,True,False,True,False,False,1.0,0.0,0.5,0.5,1,1,2,2,1,0,1,1
Qwen3-4B,benqa_12th-Physics-II_0290,B,D,False,True,True,False,A;B;C;D,A;B;C;D,0.0,0.0,0.0,1,True,False,True,False,False,True,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
Qwen3-4B,benqa_12th-Physics-II_0292,C,D,False,True,True,False,A;B;C;D,A;B;C;D,0.25,0.25,0.25,1,True,False,True,False,False,True,0.25,0.25,0.25,0.25,4,4,4,4,1,1,1,1
Qwen3-4B,benqa_12th-Physics-I_0008,D,D,True,True,False,False,A;B;C;D,A;B;C;D,0.0,0.0,0.0,1,True,False,True,False,False,True,0.0,0.0,0.0,0.0,0,2,0,2,0,0,0,0
Qwen3-4B,benqa_12th-Physics-I_0079,C,C,True,False,False,False,A;B;C;D,A;B;C;D,0.0,0.0,0.0,1,True,False,True,False,False,True,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0
Qwen3-4B,benqa_12th-Physics-I_0106,D,D,True,True,False,False,A;B;C;D,A;B;C;D,1.0,1.0,1.0,1,True,False,True,False,False,True,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1
Qwen3-4B,benqa_12th-Physics-I_0109,C,D,False,True,True,False,A;C;D,B,0.5,0.0,0.5,1,True,False,False,True,False,False,0.5,0.0,0.5,0.5,2,2,2,2,1,0,1,1
Qwen3-4B,benqa_12th-Physics-I_0133,C,D,False,True,True,False,A;B;C;D,A;B;C;D,0.0,0.0,0.0,1,True,False,True,False,False,True,0.0,0.0,0.0,0.0,2,3,2,4,0,0,0,0
Qwen3-4B,benqa_12th-Physics-I_0157,A,C,False,False,False,False,A;B;C;D,A;B;C;D,0.0,0.0,0.0,1,True,False,True,False,False,True,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
Qwen3-4B,benqa_12th-Physics-I_0214,B,D,False,True,True,False,A;B;C;D,A;B;C;D,0.0,0.0,0.0,1,True,False,True,False,False,True,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0
Qwen3-4B,benqa_12th-Physics-I_0253,A,D,False,True,True,False,A,B,1.0,0.0,0.5,2,False,True,False,True,False,False,1.0,0.0,0.5,0.5,1,1,2,2,1,0,1,1
Qwen3-4B,benqa_12th-Physics-I_0254,B,D,False,True,True,False,A;B;C;D,A;B;C;D,0.0,0.0,0.0,1,True,False,True,False,False,True,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0
Qwen3-4B,benqa_12th-Physics-I_0256,C,D,False,True,True,False,A;B;C;D,A;B;C;D,0.0,0.0,0.0,1,True,False,True,False,False,True,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0
Qwen3-4B,benqa_12th-Physics-I_0289,D,D,True,True,False,False,A;B;C;D,A;B;C;D,0.0,0.0,0.0,1,True,False,True,False,False,True,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0
Qwen3-4B,benqa_8th-Math_0031,D,D,True,True,False,False,A;B;C;D,A;B;C;D,0.0,0.0,0.0,1,True,False,True,False,False,True,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0
Qwen3-4B,benqa_8th-Math_0062,D,D,True,True,False,False,A;B;C;D,A;B;C;D,0.0,0.0,0.0,1,True,False,True,False,False,True,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
Qwen3-4B,benqa_8th-Math_0072,B,D,False,True,True,False,A;B;C;D,A;B;C;D,0.0,0.0,0.0,1,True,False,True,False,False,True,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
Qwen3-4B,benqa_8th-Math_0085,C,D,False,True,True,False,A;B;C;D,A;B;C;D,0.0,0.0,0.0,1,True,False,True,False,False,True,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
Qwen3-4B,benqa_8th-Math_0167,C,D,False,True,True,False,A;B;C;D,A;B;C;D,0.0,0.0,0.0,1,True,False,True,False,False,True,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0
Qwen3-4B,benqa_8th-Math_0190,B,D,False,True,True,False,A;B;C;D,A;B;C;D,0.0,0.0,0.0,1,True,False,True,False,False,True,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0
Qwen3-4B,benqa_8th-Science_0014,D,D,True,True,False,False,A,B,1.0,0.0,0.5,2,False,True,False,True,False,False,1.0,0.0,0.5,0.5,1,1,2,2,1,0,1,1
Qwen3-4B,benqa_8th-Science_0024,C,D,False,True,True,False,A;B;C;D,A;B;C;D,0.0,0.0,0.0,1,True,False,True,False,False,True,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0
Qwen3-4B,benqa_8th-Science_0042,B,D,False,True,True,False,A;B;C;D,A;B;C;D,0.0,0.0,0.0,1,True,False,True,False,False,True,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0
Qwen3-4B,benqa_8th-Science_0062,D,D,True,True,False,False,A;B;C;D,A;B;C;D,0.0,0.0,0.0,1,True,False,True,False,False,True,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0
Qwen3-4B,benqa_8th-Science_0078,C,C,True,False,False,False,A;B;C;D,A;B;C;D,0.0,0.0,0.0,1,True,False,True,False,False,True,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0
Qwen3-4B,benqa_8th-Science_0086,A,D,False,True,True,False,A;B;C;D,A;B;C;D,0.0,0.0,0.0,1,True,False,True,False,False,True,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0
Qwen3-4B,benqa_8th-Science_0098,A,B,False,False,False,False,A;B;C;D,A;B;C;D,0.0,0.0,0.0,1,True,False,True,False,False,True,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0
Qwen3-4B,benqa_8th-Science_0127,B,D,False,True,True,False,A;B;C;D,A;B;C;D,0.0,0.0,0.0,1,True,False,True,False,False,True,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0
Qwen3-4B,benqa_8th-Science_0153,C,D,False,True,True,False,A;B;C;D,A;B;C;D,0.0,0.0,0.0,1,True,False,True,False,False,True,0.0,0.0,0.0,0.0,1,2,2,2,0,0,0,0
Qwen3-4B,benqa_8th-Science_0159,B,C,False,False,False,False,A,B;C;D,1.0,0.0,0.0,2,False,True,True,False,False,False,1.0,0.0,0.0,0.0,1,1,1,1,1,0,0,0
Qwen3-4B,benqa_8th-Science_0202,C,A,False,False,False,False,A;B;C;D,A;B;C;D,0.0,0.0,0.0,1,True,False,True,False,False,True,0.0,0.0,0.0,0.0,5,6,6,5,0,0,0,0
