model,id,subject,gold,bangla_option,bangla_correct,banglish_option,banglish_correct,english_option,english_correct,banglish_D,banglish_wrong_D,gold_not_D,D_not_longest,D_no_semantic_cue,D_not_highest_coverage,all_options_same_coverage,D_char_len,D_token_len,D_coverage,longest_options,highest_coverage_options,D_text,residual_primary,residual_tied_coverage,residual_not_highest_coverage,bangla_baseline_correct_non_D,bangla_correct_non_D_to_wrong_D,bangla_baseline_option,english_baseline_correct_non_D,english_correct_non_D_to_wrong_D,english_baseline_option
Qwen3-4B,benqa_12th-Math-I_0187,Math-I,B,D,False,D,False,D,False,True,True,True,False,False,False,True,13,2,0.0,C;D,A;B;C;D,- \frac{3}{2},False,False,False,False,False,D,False,False,D
Qwen3-4B,benqa_12th-Math-I_0202,Math-I,B,B,True,B,True,B,True,False,False,True,False,False,False,True,27,4,0.0,C;D,A;B;C;D,\frac{1}{2} \sqrt{sinx} + c,False,False,False,True,False,B,True,False,B
Qwen3-4B,benqa_12th-Math-I_0218,Math-I,A,A,True,C,False,A,True,False,False,True,False,False,False,True,40,7,0.0,D,A;B;C;D,cosA = \frac{b^{2} + c^{2} + a^{2}}{2bc},False,False,False,True,False,A,True,False,A
Qwen3-4B,benqa_12th-Math-I_0310,Math-I,B,B,True,B,True,B,True,False,False,True,True,False,False,False,9,1,1.0,B;C,D,log_{10}e,False,False,False,True,False,B,True,False,B
Qwen3-4B,benqa_12th-Math-I_0326,Math-I,B,invalid,False,invalid,False,invalid,False,False,False,True,False,False,False,True,1,1,0.0,A;B;C;D,A;B;C;D,6,False,False,False,False,False,invalid,False,False,invalid
Qwen3-4B,benqa_12th-Math-I_0342,Math-I,C,D,False,D,False,D,False,True,True,True,True,False,False,True,41,6,0.25,A,A;B;C;D,"\left ( \frac{1}{2}, \frac{1}{4} \right )",False,False,False,False,False,D,False,False,D
Qwen3-4B,benqa_12th-Math-I_0383,Math-I,D,D,True,D,True,D,True,True,False,False,True,False,False,False,15,2,0.5,B,B;D,\frac{1}{x ln5},False,False,False,False,False,D,False,False,D
Qwen3-4B,benqa_12th-Physics-II_0037,Physics-II,B,C,False,D,False,C,False,True,True,True,True,True,False,True,14,2,0.0,C,A;B;C;D,ekokohin rashi,True,True,False,False,False,C,False,False,C
Qwen3-4B,benqa_12th-Physics-II_0046,Physics-II,C,B,False,D,False,C,True,True,True,True,False,False,True,False,11,4,0.5,D,A,"i, ii o iii",False,False,False,False,False,B,True,True,C
Qwen3-4B,benqa_12th-Physics-II_0085,Physics-II,D,D,True,D,True,D,True,True,False,False,False,False,True,False,11,4,0.5,D,A,"i, ii o iii",False,False,False,False,False,D,False,False,D
Qwen3-4B,benqa_12th-Physics-II_0088,Physics-II,A,D,False,D,False,D,False,True,True,True,False,False,True,False,11,4,0.5,D,A,"i, ii o iii",False,False,False,False,False,D,False,False,D
Qwen3-4B,benqa_12th-Physics-II_0131,Physics-II,B,D,False,D,False,D,False,True,True,True,False,False,False,True,82,9,0.0,A;B;C;D,A;B;C;D,\frac{\theta - \theta_{ice}}{N} = \frac{X_{steam} - X_{ice}}{X_{\theta} - X_{ice}},False,False,False,False,False,D,False,False,D
Qwen3-4B,benqa_12th-Physics-II_0195,Physics-II,B,D,False,D,False,D,False,True,True,True,False,False,False,True,9,3,0.0,B;C;D,A;B;C;D,614 \mu F,False,False,False,False,False,D,False,False,D
Qwen3-4B,benqa_12th-Physics-II_0213,Physics-II,D,C,False,C,False,C,False,False,False,False,False,False,False,True,35,6,0.0,C;D,A;B;C;D,P^{1 - \gamma} T^{\gamma} = dhrubok,False,False,False,False,False,C,False,False,C
Qwen3-4B,benqa_12th-Physics-II_0219,Physics-II,D,D,True,D,True,D,True,True,False,False,False,False,False,True,1,1,0.0,A;B;C;D,A;B;C;D,4,False,False,False,False,False,D,False,False,D
Qwen3-4B,benqa_12th-Physics-II_0267,Physics-II,B,D,False,D,False,D,False,True,True,True,False,False,True,False,11,4,0.5,D,A,"i, ii o iii",False,False,False,False,False,D,False,False,D
Qwen3-4B,benqa_12th-Physics-II_0290,Physics-II,B,B,True,D,False,A,False,True,True,True,False,False,False,True,5,2,0.0,A;B;C;D,A;B;C;D,440 K,False,False,False,True,True,B,False,False,A
Qwen3-4B,benqa_12th-Physics-II_0292,Physics-II,C,A,False,D,False,C,True,True,True,True,False,False,False,True,32,6,0.25,D,A;B;C;D,8000 \AA theke 12000 \AA poryont,False,False,False,False,False,A,True,True,C
Qwen3-4B,benqa_12th-Physics-I_0008,Physics-I,D,D,True,D,True,D,True,True,False,False,False,False,False,True,21,1,0.0,B;D,A;B;C;D,\sqrt{P^{2}+Q^{2}-PQ},False,False,False,False,False,D,False,False,D
Qwen3-4B,benqa_12th-Physics-I_0079,Physics-I,C,C,True,C,True,C,True,False,False,True,False,False,False,True,13,1,0.0,C;D,A;B;C;D,-373^{\circ}C,False,False,False,True,False,C,True,False,C
Qwen3-4B,benqa_12th-Physics-I_0106,Physics-I,D,D,True,D,True,D,True,True,False,False,True,False,False,True,4,1,1.0,C,A;B;C;D,2\pi,False,False,False,False,False,D,False,False,D
Qwen3-4B,benqa_12th-Physics-I_0109,Physics-I,C,C,True,D,False,C,True,True,True,True,False,True,False,False,15,2,0.5,B;D,A;C;D,kendromukhi bol,False,False,False,True,True,C,True,True,C
Qwen3-4B,benqa_12th-Physics-I_0133,Physics-I,C,C,True,D,False,C,True,True,True,True,False,False,False,True,25,1,0.0,D,A;B;C;D,\frac{PV}{RT}=\frac{2}{3},False,False,False,True,True,C,True,True,C
Qwen3-4B,benqa_12th-Physics-I_0157,Physics-I,A,D,False,C,False,C,False,False,False,True,True,False,False,True,1,1,0.0,A;B;C,A;B;C;D,8,False,False,False,False,False,D,False,False,C
Qwen3-4B,benqa_12th-Physics-I_0214,Physics-I,B,D,False,D,False,D,False,True,True,True,False,False,False,True,12,1,0.0,B;C;D,A;B;C;D,546^{\circ}C,False,False,False,False,False,D,False,False,D
Qwen3-4B,benqa_12th-Physics-I_0253,Physics-I,A,C,False,D,False,D,False,True,True,True,False,False,True,False,11,4,0.5,D,A,"i, ii o iii",False,False,False,False,False,C,False,False,D
Qwen3-4B,benqa_12th-Physics-I_0254,Physics-I,B,D,False,D,False,D,False,True,True,True,False,False,False,True,10,1,0.0,C;D,A;B;C;D,[MLT^{-2}],False,False,False,False,False,D,False,False,D
Qwen3-4B,benqa_12th-Physics-I_0256,Physics-I,C,D,False,D,False,D,False,True,True,True,True,True,False,True,6,1,0.0,B,A;B;C;D,tworon,True,True,False,False,False,D,False,False,D
Qwen3-4B,benqa_12th-Physics-I_0289,Physics-I,D,D,True,D,True,D,True,True,False,False,False,False,False,True,12,1,0.0,B;C;D,A;B;C;D,636^{\circ}C,False,False,False,False,False,D,False,False,D
Qwen3-4B,benqa_8th-Math_0031,Math,D,D,True,D,True,D,True,True,False,False,False,False,False,True,10,2,0.0,A;B;C;D,A;B;C;D,1.64 mitar,False,False,False,False,False,D,False,False,D
Qwen3-4B,benqa_8th-Math_0062,Math,D,D,True,D,True,D,True,True,False,False,True,False,False,True,6,2,0.0,A;B,A;B;C;D,"(2, 0)",False,False,False,False,False,D,False,False,D
Qwen3-4B,benqa_8th-Math_0072,Math,B,D,False,D,False,A,False,True,True,True,True,False,False,True,8,3,0.0,C,A;B;C;D,777k + 2,False,False,False,False,False,D,False,False,A
Qwen3-4B,benqa_8th-Math_0085,Math,C,C,True,D,False,C,True,True,True,True,False,False,False,True,2,1,0.0,A;B;C;D,A;B;C;D,65,False,False,False,True,True,C,True,True,C
Qwen3-4B,benqa_8th-Math_0167,Math,C,D,False,D,False,C,True,True,True,True,False,False,False,True,8,2,0.0,A;B;C;D,A;B;C;D,96 mitar,False,False,False,False,False,D,True,True,C
Qwen3-4B,benqa_8th-Math_0190,Math,B,D,False,D,False,D,False,True,True,True,False,False,False,True,15,2,0.0,D,A;B;C;D,1575 borgomitar,False,False,False,False,False,D,False,False,D
Qwen3-4B,benqa_8th-Science_0014,Science,D,D,True,D,True,C,False,True,False,False,False,False,True,False,11,4,0.5,D,A,"i, ii o iii",False,False,False,False,False,D,False,False,C
Qwen3-4B,benqa_8th-Science_0024,Science,C,B,False,D,False,B,False,True,True,True,False,True,False,True,7,1,0.0,B;D,A;B;C;D,telofej,False,False,False,False,False,B,False,False,B
Qwen3-4B,benqa_8th-Science_0042,Science,B,C,False,D,False,B,True,True,True,True,False,True,False,True,8,1,0.0,D,A;B;C;D,glisarin,False,False,False,False,False,C,True,True,B
Qwen3-4B,benqa_8th-Science_0062,Science,D,D,True,D,True,D,True,True,False,False,True,True,False,True,5,1,0.0,A,A;B;C;D,britt,False,False,False,False,False,D,False,False,D
Qwen3-4B,benqa_8th-Science_0078,Science,C,A,False,C,True,C,True,False,False,True,False,False,False,True,11,1,0.0,D,A;B;C;D,180^{\circ},False,False,False,False,False,A,True,False,C
Qwen3-4B,benqa_8th-Science_0086,Science,A,D,False,D,False,A,True,True,True,True,True,True,False,True,6,1,0.0,A,A;B;C;D,peyara,True,True,False,False,False,D,True,True,A
Qwen3-4B,benqa_8th-Science_0098,Science,A,B,False,B,False,B,False,False,False,True,False,False,False,True,10,2,0.0,B;C;D,A;B;C;D,30 ampiyar,False,False,False,False,False,B,False,False,B
Qwen3-4B,benqa_8th-Science_0127,Science,B,B,True,D,False,B,True,True,True,True,True,True,False,True,8,1,0.0,B,A;B;C;D,nepochun,True,True,False,True,True,B,True,True,B
Qwen3-4B,benqa_8th-Science_0153,Science,C,C,True,D,False,C,True,True,True,True,True,True,False,True,20,2,0.0,C,A;B;C;D,amoniyam haidroksaid,True,True,False,True,True,C,True,True,C
Qwen3-4B,benqa_8th-Science_0159,Science,B,C,False,C,False,B,True,False,False,True,False,True,True,False,7,1,0.0,D,A,kanthal,False,False,False,False,False,C,True,False,B
Qwen3-4B,benqa_8th-Science_0202,Science,C,C,True,A,False,C,True,False,False,True,True,False,False,True,37,3,0.0,C,A;B;C;D,ghas\rightarrow byang\rightarrow bagh,False,False,False,True,False,C,True,False,C
