id,dataset,domain,subject,grade,task_type,answer_type,quality_status,review_label,reviewed_banglish_provided,answer,banglish_preview,banglish_chars,banglish_words,banglish_lines,banglish_option_lines,bangla_chars,english_chars,digit_count,latex_marker_count,operator_count,has_digits,has_latex_markers,has_formula_or_operator,has_roman_statement_list,has_science_symbol,has_review_label,Qwen2.5-3B_pattern,Qwen2.5-3B_bangla_correct,Qwen2.5-3B_banglish_correct,Qwen2.5-3B_english_correct,Qwen2.5-3B_fragility_event,Qwen2.5-7B_pattern,Qwen2.5-7B_bangla_correct,Qwen2.5-7B_banglish_correct,Qwen2.5-7B_english_correct,Qwen2.5-7B_fragility_event,Qwen3-4B_pattern,Qwen3-4B_bangla_correct,Qwen3-4B_banglish_correct,Qwen3-4B_english_correct,Qwen3-4B_fragility_event,n_models,banglish_fragility_events,strict_bangla_english_fragility_events,all_wrong_events,banglish_only_correct_events,bangla_correct_models,banglish_correct_models,english_correct_models,any_script_correct_models,any_model_fragile,all_models_fragile,long_banglish_words_q4,long_banglish_chars_q4
benqa_8th-Science_0202,benqa,science,Science,8th,mcq,choice,human_reviewed_banglish_v5,minor_edit,True,C,sothik khaddo-shringkhol konti? A. ghas \rightarrow faitoplyangkoton \rightarrow juplangkoton B. ju-plangkoton \rightarrow fait...,302,32,6,4,278,289,0,8,3,False,True,True,False,False,True,bangla_english_correct_banglish_wrong,True,False,True,True,bangla_english_correct_banglish_wrong,True,False,True,True,bangla_english_correct_banglish_wrong,True,False,True,True,3,3,3,0,0,3,0,3,3,True,True,False,True
benqa_8th-Science_0078,benqa,science,Science,8th,mcq,choice,human_reviewed_banglish_v5,minor_edit,True,C,alo kach theke bayu madhyome jaoyar somoy apoton kon 32^{\circ} hole protisorit roshniti madhyomer bibhedotol borabor jay. eksh...,246,38,6,4,227,287,10,20,0,True,True,True,False,False,True,all_wrong,False,False,False,False,all_wrong,False,False,False,False,banglish_english_correct_bangla_wrong,False,True,True,False,3,0,0,2,0,0,1,1,1,False,False,True,True
benqa_12th-Math-I_0202,benqa,math-i,Math-I,12th,mcq,choice,human_reviewed_banglish_v5,minor_edit,True,B,\int \frac{cosx}{\sqrt{sinx}} dx = koto? A. 2\sqrt{cosx} + c B. 2\sqrt{sinx} + c C. \frac{1}{2} \sqrt{cosx} + c D. \frac{1}{2}...,174,31,6,4,172,174,6,31,14,True,True,True,False,False,True,bangla_only_correct,True,False,False,True,all_correct,True,True,True,False,all_correct,True,True,True,False,3,1,0,0,0,3,2,2,3,True,False,False,False
benqa_12th-Physics-II_0213,benqa,physics-ii,Physics-II,12th,mcq,choice,human_reviewed_banglish_v5,minor_edit,True,D,ruddhotapiy prokriyay ekti adorsh gyaser chap o tapomatrar modhye sompork- A. P^{\gamma - 1} = dhrubok B. P^{\gamma} T^{\gama +...,250,45,6,4,244,271,4,28,9,True,True,True,False,False,True,all_wrong,False,False,False,False,all_wrong,False,False,False,False,all_wrong,False,False,False,False,3,0,0,3,0,0,0,0,0,False,False,True,True
banglamath_1684,banglamath,math,,Eight,short_answer,short_answer,human_reviewed_banglish_v5,minor_edit,True,"১২, ১২, ৩ বছর",karim saheber 3 putr ebong prothom 2 jon jomoj . 3 putrer bortoman boyoser somoshti 29 bochhor. 6 bochhor purbe tader boyoser s...,212,35,2,0,183,181,8,0,0,True,False,False,False,False,True,all_wrong,False,False,False,False,all_wrong,False,False,False,False,all_wrong,False,False,False,False,3,0,0,3,0,0,0,0,0,False,False,False,True
banglamath_0186,banglamath,math,,six,short_answer,short_answer,human_reviewed_banglish_v5,minor_edit,True,২২ ১/২ দিন,2 kuintal chale 15 jon chhatrer 30 din chole. oi chale 20 jon chhatrer koto din cholbe Return only the final answer.,116,22,2,0,104,122,7,0,0,True,False,False,False,False,True,all_wrong,False,False,False,False,all_wrong,False,False,False,False,all_wrong,False,False,False,False,3,0,0,3,0,0,0,0,0,False,False,False,False
banglamath_0231,banglamath,math,,six,short_answer,short_answer,human_reviewed_banglish_v5,minor_edit,True,২০ টাকা,ekti kolom 20% labhe 24 takay bikroy korle kroyomullo koto Return only the final answer.,88,15,2,0,81,100,4,0,0,True,False,False,False,False,True,english_only_correct,False,False,True,True,all_wrong,False,False,False,False,english_only_correct,False,False,True,True,3,2,0,1,0,0,0,2,2,True,False,False,False
benqa_8th-Science_0159,benqa,science,Science,8th,mcq,choice,human_reviewed_banglish_v5,minor_edit,True,B,"nicher konti rosalo fol? A. ata B. kola C. anaros D. kanthal Answer with only A, B, C, or D.",92,20,6,4,86,126,0,0,0,False,False,False,False,False,True,all_wrong,False,False,False,False,all_wrong,False,False,False,False,english_only_correct,False,False,True,True,3,1,0,2,0,0,0,1,1,True,False,False,False
benqa_10th-Physics_0280,benqa,physics,Physics,10th,mcq,choice,human_reviewed_banglish_v5,minor_edit,True,B,tamar rodhokotto konti? A. 1.6 \times 10^{-8}\Omega m B. 1.68 \times 10^{-8}\Omega m C. 2.44 \times 10^{-8}\Omega m D. 5.5 \tim...,177,31,6,4,174,193,22,20,8,True,True,True,False,False,True,english_only_correct,False,False,True,True,all_correct,True,True,True,False,all_correct,True,True,True,False,3,1,0,0,0,2,2,3,3,True,False,False,False
benqa_10th-Chemistry_0132,benqa,chemistry,Chemistry,10th,mcq,choice,human_reviewed_banglish_v5,minor_edit,True,A,"bisforok podarth konti? A. ti.en.ti B. benojin C. toluin D. jailin Answer with only A, B, C, or D.",98,19,6,4,95,104,0,0,0,False,False,False,False,False,True,english_only_correct,False,False,True,True,bangla_english_correct_banglish_wrong,True,False,True,True,bangla_english_correct_banglish_wrong,True,False,True,True,3,3,2,0,0,2,0,3,3,True,True,False,False
benqa_12th-Chemistry-II_0228,benqa,chemistry-ii,Chemistry-II,12th,mcq,choice,human_reviewed_banglish_v5,minor_edit,True,C,Ni(s) + 2Ag^{+}(aq) \xrightarrow{2e^{-}} Ni^{2+}(aq) + 2Ag(s); bikriyatite- i. Ni jarit hoy ii. Ag jarit hoy iii. bikriyati ekt...,244,49,6,4,242,268,4,12,6,True,True,True,True,True,True,bangla_english_correct_banglish_wrong,True,False,True,True,banglish_english_correct_bangla_wrong,False,True,True,False,bangla_english_correct_banglish_wrong,True,False,True,True,3,2,2,0,0,2,1,3,3,True,False,True,True
benqa_12th-Physics-I_0254,benqa,physics-i,Physics-I,12th,mcq,choice,human_reviewed_banglish_v5,minor_edit,True,B,mohakorsh kshetr prabolyer matrar khetre konti sothik? A. [LT^{-1}] B. [LT^{-2}] C. [MLT^{-1}] D. [MLT^{-2}] Answer with only A...,140,23,6,4,141,158,4,12,4,True,True,True,False,False,True,all_wrong,False,False,False,False,all_correct,True,True,True,False,all_wrong,False,False,False,False,3,0,0,2,0,1,1,1,1,False,False,False,False
benqa_10th-Biology_0057,benqa,biology,Biology,10th,mcq,choice,human_reviewed_banglish_v5,minor_edit,True,C,goni saheb tar bagane emon kichhu gachh lagiyechhen jar CO_{2} bijaroner prothom sthayi podarth oksalo esitik esid. goni saheb...,269,54,6,4,251,288,1,3,1,True,True,True,True,False,True,bangla_only_correct,True,False,False,True,all_correct,True,True,True,False,all_wrong,False,False,False,False,3,1,0,1,0,2,1,1,2,True,False,True,True
benqa_12th-Biology-II_0247,benqa,biology-ii,Biology-II,12th,mcq,choice,human_reviewed_banglish_v5,minor_edit,True,B,P \rightarrow DdEe \times ddEE uddipoke ullikhit kros dwara muk o bodhir sontan hobar sombhabona koto? A. 25% B. 50% C. 75% D....,163,32,6,4,157,176,9,2,1,True,True,True,False,False,True,bangla_banglish_correct_english_wrong,True,True,False,False,banglish_only_correct,False,True,False,False,bangla_only_correct,True,False,False,True,3,1,0,0,1,2,2,0,3,True,False,False,False
benqa_12th-Biology-I_0039,benqa,biology-i,Biology-I,12th,mcq,choice,auto_romanized_unverified_v4,unreviewed,False,C,"udbhider ontohstiliy ongsh hochchhe- A. haipodarmis B. epidarmis C. mojjaroshmi D. karteks Answer with only A, B, C, or D.",122,20,6,4,121,116,0,0,1,False,False,True,False,False,False,all_wrong,False,False,False,False,bangla_only_correct,True,False,False,True,all_wrong,False,False,False,False,3,1,0,2,0,1,0,0,1,True,False,False,False
benqa_12th-Chemistry-II_0235,benqa,chemistry-ii,Chemistry-II,12th,mcq,choice,human_reviewed_banglish_v5,minor_edit,True,A,"nicher konti luis esid? A. AlCl_{3} B. H_{2}CO_{3} C. NH_{3} D. H_{3}PO_{4} Answer with only A, B, C, or D.",107,20,6,4,106,129,6,18,0,True,True,True,False,False,True,banglish_english_correct_bangla_wrong,False,True,True,False,bangla_english_correct_banglish_wrong,True,False,True,True,bangla_english_correct_banglish_wrong,True,False,True,True,3,2,2,0,0,2,1,3,3,True,False,False,False
banglamath_1697,banglamath,math,,Eight,short_answer,short_answer,human_reviewed_banglish_v5,minor_edit,True,70,30 ke 1/2 diye bhag kore 10 jog korle koto hoy? Return only the final answer.,77,16,2,0,73,76,6,0,1,True,False,True,False,False,True,all_wrong,False,False,False,False,english_only_correct,False,False,True,True,all_correct,True,True,True,False,3,1,0,1,0,1,1,2,2,True,False,False,False
benqa_8th-Science_0024,benqa,science,Science,8th,mcq,choice,auto_romanized_unverified_v4,unreviewed,False,C,maitosiser konodhare kromojomogulo ingreji bornomala J er mot hoy? A. profej B. metafej C. enafej D. telofej Answer with only A...,140,25,6,4,134,180,0,0,0,False,False,False,False,False,False,all_wrong,False,False,False,False,bangla_only_correct,True,False,False,True,all_wrong,False,False,False,False,3,1,0,2,0,1,0,0,1,True,False,False,False
benqa_12th-Biology-II_0179,benqa,biology-ii,Biology-II,12th,mcq,choice,auto_romanized_unverified_v4,unreviewed,False,A,"rokt jomat bandhote kon dhatob ayon sohayota kore? A. Ca^{++} B. Mg^{++} C. Cu^{++} D. Fe^{++} Answer with only A, B, C, or D.",126,24,6,4,117,118,0,12,8,False,True,True,False,True,False,english_only_correct,False,False,True,True,bangla_english_correct_banglish_wrong,True,False,True,True,bangla_english_correct_banglish_wrong,True,False,True,True,3,3,2,0,0,2,0,3,3,True,True,False,False
benqa_12th-Biology-I_0277,benqa,biology-i,Biology-I,12th,mcq,choice,auto_romanized_unverified_v4,unreviewed,False,D,"konotike ghas gotr bola hoy? A. solanesi B. saikyadesi C. malobhesi D. poyesi Answer with only A, B, C, or D.",109,21,6,4,105,113,0,0,0,False,False,False,False,False,False,english_only_correct,False,False,True,True,english_only_correct,False,False,True,True,all_correct,True,True,True,False,3,2,0,0,0,1,1,3,3,True,False,False,False
benqa_10th-Chemistry_0194,benqa,chemistry,Chemistry,10th,mcq,choice,auto_romanized_unverified_v4,unreviewed,False,D,"nicher kon mouloti odhik sokriy? A. O B. P C. N D. F Answer with only A, B, C, or D.",84,21,6,4,80,98,0,0,0,False,False,False,False,False,False,english_only_correct,False,False,True,True,english_only_correct,False,False,True,True,all_correct,True,True,True,False,3,2,0,0,0,1,1,3,3,True,False,False,False
banglamath_0187,banglamath,math,,six,short_answer,short_answer,human_reviewed_banglish_v5,minor_edit,True,১৪০ জন,ekti bandh toiri korte 360 jon shromiker 25 din lage. 18 dine kajoti shesh korte kotojon otirikt shromik lagbe Return only the...,140,24,2,0,128,140,7,0,0,True,False,False,False,False,True,all_wrong,False,False,False,False,all_wrong,False,False,False,False,all_wrong,False,False,False,False,3,0,0,3,0,0,0,0,0,False,False,False,False
banglamath_0559,banglamath,math,,seven,short_answer,short_answer,human_reviewed_banglish_v5,minor_edit,True,১৬০০ বর্গমিটার,ekti borgokshetrer porisima 160 mitar hole tar khetrofol koto Return only the final answer.,91,14,2,0,87,90,3,0,0,True,False,False,False,False,True,all_wrong,False,False,False,False,all_wrong,False,False,False,False,all_wrong,False,False,False,False,3,0,0,3,0,0,0,0,0,False,False,False,False
banglamath_0521,banglamath,math,,seven,short_answer,short_answer,human_reviewed_banglish_v5,minor_edit,True,৭০ মিটার,ekti jomir doirgho 20 mitar o prostho 15 mitar hole tar porisima koto Return only the final answer.,99,18,2,0,93,100,4,0,0,True,False,False,False,False,True,all_wrong,False,False,False,False,all_wrong,False,False,False,False,all_wrong,False,False,False,False,3,0,0,3,0,0,0,0,0,False,False,False,False
banglamath_1691,banglamath,math,,Eight,short_answer,short_answer,human_reviewed_banglish_v5,major_edit,True,প্রথমে ৩ লিটারের পাত্রে ৩ লিটার দুধ নিয়ে তা ৫ লিটারের পাত্রে ঢালতে হবে। এবারও একইভাবে আবারও ৩ লিটার দুধ নিয়ে ৫ লিটারের পাত্রে আছে আরো ঢালতে হবে যতক্ষণ না ৫ লিটারের পাত্রটি পূর্ণ হয়। পাত্রটি পূর্ণ হওয়ার পর যে অবশিষ্ট দুধ ৩ লিটারের পাত্রে থেকে যাবে তার পরিমাণ ১ লিটার।,"beru goyalar kachhe ekti kolosite 10 litar dudh ebong dudh mapar duti khali patro, ekti 5 litarer, oporoti 3 litarer. se kretak...",279,48,2,0,267,209,6,0,0,True,False,False,False,False,True,all_wrong,False,False,False,False,all_wrong,False,False,False,False,all_wrong,False,False,False,False,3,0,0,3,0,0,0,0,0,False,False,True,True
benqa_12th-Physics-I_0157,benqa,physics-i,Physics-I,12th,mcq,choice,auto_romanized_unverified_v4,unreviewed,False,A,bhor ebong beg ubhoyoke briddhi kore jothakrome tinogun kora hole gotishoktir briddhir poriman kotogun hobe? A. 27 B. 21 C. 18...,163,31,6,4,142,159,7,0,0,True,False,False,False,False,False,bangla_only_correct,True,False,False,True,bangla_only_correct,True,False,False,True,all_wrong,False,False,False,False,3,2,0,1,0,2,0,0,2,True,False,False,False
benqa_12th-Biology-I_0056,benqa,biology-i,Biology-I,12th,mcq,choice,auto_romanized_unverified_v4,unreviewed,False,A,"konotite haidothod thakote pare? A. pata B. ful C. mul D. kand Answer with only A, B, C, or D.",94,20,6,4,91,101,0,0,0,False,False,False,False,False,False,all_wrong,False,False,False,False,bangla_english_correct_banglish_wrong,True,False,True,True,all_wrong,False,False,False,False,3,1,1,2,0,1,0,1,1,True,False,False,False
banglamath_0229,banglamath,math,,six,short_answer,short_answer,auto_romanized_unverified_v4,unreviewed,False,1.5,150% ke doshomik bhognangshe prokash korole ki hoy Return only the final answer.,80,13,2,0,70,66,3,0,0,True,False,False,False,False,False,bangla_english_correct_banglish_wrong,True,False,True,True,bangla_english_correct_banglish_wrong,True,False,True,True,bangla_english_correct_banglish_wrong,True,False,True,True,3,3,3,0,0,3,0,3,3,True,True,False,False
benqa_10th-Math-II_0102,benqa,math-ii,Math-II,10th,mcq,choice,human_reviewed_banglish_v5,minor_edit,True,D,"M(1, - 1), N(2, 2) ebong R(4, a) bindu tinoti somorekh hole, a er man koto? A. 2 B. 4 C. 6 D. 8 Answer with only A, B, C, or D.",127,32,6,4,119,142,9,0,1,True,False,True,False,False,True,all_wrong,False,False,False,False,all_wrong,False,False,False,False,all_correct,True,True,True,False,3,0,0,2,0,1,1,1,1,False,False,False,False
banglamath_0558,banglamath,math,,seven,short_answer,short_answer,human_reviewed_banglish_v5,minor_edit,True,২০ মিটার,60 mitar dirgh ayotokar baganer doirgho prosther 3 gun hole prostho koto Return only the final answer.,102,17,2,0,97,124,3,0,0,True,False,False,False,False,True,all_wrong,False,False,False,False,all_wrong,False,False,False,False,all_wrong,False,False,False,False,3,0,0,3,0,0,0,0,0,False,False,False,False
banglamath_1695,banglamath,math,,Eight,short_answer,short_answer,auto_romanized_unverified_v4,unreviewed,False,"নারিকেল গাছ 60টি, আম গাছ ৪৫টি, বট গাছ ৩৬টি, ফুলের গাছ ৩৯টি","1ti parke 1/3 bhag narokelogachh, 1/4 gachhoam gachh, 1/5 bhag bot gachh ebong 39ti fuler gachh. bagane kon gachh kototi royech...",184,31,2,0,156,192,9,0,3,True,False,True,False,False,False,all_wrong,False,False,False,False,all_wrong,False,False,False,False,all_wrong,False,False,False,False,3,0,0,3,0,0,0,0,0,False,False,False,False
benqa_10th-Math_0044,benqa,math,Math,10th,mcq,choice,human_reviewed_banglish_v5,minor_edit,True,C,"ekti borger kototi protisamy rekha ache? A. 8ti B. 6ti C. 4ti D. 2ti Answer with only A, B, C, or D.",100,22,6,4,97,98,4,0,0,True,False,False,False,False,True,bangla_english_correct_banglish_wrong,True,False,True,True,bangla_english_correct_banglish_wrong,True,False,True,True,bangla_english_correct_banglish_wrong,True,False,True,True,3,3,3,0,0,3,0,3,3,True,True,False,False
