index,id,source_file,source_row,grade,subject,answer,review_status,issue_count,warning_count,issues,warnings,banglish_bengali_char_count,banglish_length_ratio,bangla_digits,banglish_digits,english_digits
760,benqa_ext_8th-Science_0168,literature/code/BEnQA/data/BEnQA/8th-Science.csv,168,8th,Science,B,ai_assisted_review_pass_v1,0,0,,,0,1.122,,,
761,benqa_ext_12th-Chemistry-I_0023,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,23,12th,Chemistry-I,D,ai_assisted_review_pass_v1,0,0,,,0,1.065,,,
762,benqa_ext_12th-Chemistry-I_0175,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,175,12th,Chemistry-I,A,ai_assisted_review_pass_v1,0,0,,,0,1.122,,,
763,benqa_ext_10th-Math_0259,literature/code/BEnQA/data/BEnQA/10th-Math.csv,259,10th,Math,B,ai_assisted_review_warn_v1,0,1,,bangla_english_digit_mismatch,0,1.01,2|45|1|3|30|45|60|90,2|45|1|3|30|45|60|90,24|45|1|3|30|45|60|90
764,benqa_ext_12th-Chemistry-I_0039,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,39,12th,Chemistry-I,B,ai_assisted_review_pass_v1,0,0,,,0,1.036,3|3|3|4|4|2|3,3|3|3|4|4|2|3,3|3|3|4|4|2|3
765,benqa_ext_8th-Science_0038,literature/code/BEnQA/data/BEnQA/8th-Science.csv,38,8th,Science,C,ai_assisted_review_pass_v1,0,0,,,0,0.978,1|2|3|4,1|2|3|4,1|2|3|4
766,benqa_ext_12th-Biology-I_0059,literature/code/BEnQA/data/BEnQA/12th-Biology-I.csv,59,12th,Biology-I,D,ai_assisted_review_pass_v1,0,0,,,0,1.046,,,
767,benqa_ext_12th-Biology-I_0027,literature/code/BEnQA/data/BEnQA/12th-Biology-I.csv,27,12th,Biology-I,B,ai_assisted_review_pass_v1,0,0,,,0,0.949,,,
768,benqa_ext_12th-Physics-II_0072,literature/code/BEnQA/data/BEnQA/12th-Physics-II.csv,72,12th,Physics-II,C,ai_assisted_review_pass_v1,0,0,,,0,1.132,,,
769,benqa_ext_12th-Math-I_0384,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,384,12th,Math-I,A,ai_assisted_review_pass_v1,0,0,,,0,1.004,10|5|5|10|5|5|10|5|1|5|10|5|1|5|10|5,10|5|5|10|5|5|10|5|1|5|10|5|1|5|10|5,10|5|5|10|5|5|10|5|1|5|10|5|1|5|10|5
770,benqa_ext_8th-Math_0061,literature/code/BEnQA/data/BEnQA/8th-Math.csv,61,8th,Math,A,ai_assisted_review_pass_v1,0,0,,,0,1.028,2|6|2|4|3|2|3|2|3|2|3|2,2|6|2|4|3|2|3|2|3|2|3|2,2|6|2|4|3|2|3|2|3|2|3|2
771,benqa_ext_10th-Chemistry_0195,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,195,10th,Chemistry,C,ai_assisted_review_pass_v1,0,0,,,0,1.056,6|17|12|1|5|7|17,6|17|12|1|5|7|17,6|17|12|1|5|7|17
772,benqa_ext_12th-Biology-I_0066,literature/code/BEnQA/data/BEnQA/12th-Biology-I.csv,66,12th,Biology-I,B,ai_assisted_review_pass_v1,0,0,,,0,1.075,,,
773,benqa_ext_12th-Chemistry-I_0163,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,163,12th,Chemistry-I,B,ai_assisted_review_warn_v1,0,1,,bangla_english_digit_mismatch,0,1.093,50|0|18|3|60|0|10|4|76|2|4,50|0|18|3|60|0|10|4|76|2|4,60|0|10|50|0|18|3|4|76|2|4
774,benqa_ext_10th-Chemistry_0128,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,128,10th,Chemistry,D,ai_assisted_review_pass_v1,0,0,,,0,1.06,7|6|4|3,7|6|4|3,7|6|4|3
775,benqa_ext_12th-Biology-I_0190,literature/code/BEnQA/data/BEnQA/12th-Biology-I.csv,190,12th,Biology-I,C,ai_assisted_review_pass_v1,0,0,,,0,1.054,,,
776,benqa_ext_10th-Chemistry_0355,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,355,10th,Chemistry,C,ai_assisted_review_warn_v1,0,1,,bangla_english_digit_mismatch,0,1.087,0|01|0|05|0|01|0|5,0|01|0|05|0|01|0|5,0|01|0|05|0|1|0|5
777,benqa_ext_10th-Math_0085,literature/code/BEnQA/data/BEnQA/10th-Math.csv,85,10th,Math,B,ai_assisted_review_pass_v1,0,0,,,0,1.093,4|2|0|1|2|3|4,4|2|0|1|2|3|4,4|2|0|1|2|3|4
778,benqa_ext_12th-Physics-II_0330,literature/code/BEnQA/data/BEnQA/12th-Physics-II.csv,330,12th,Physics-II,B,ai_assisted_review_pass_v1,0,0,,,0,1.02,20|40|19|39,20|40|19|39,20|40|19|39
779,benqa_ext_12th-Physics-I_0295,literature/code/BEnQA/data/BEnQA/12th-Physics-I.csv,295,12th,Physics-I,B,ai_assisted_review_pass_v1,0,0,,,0,1.127,,,
780,benqa_ext_12th-Chemistry-II_0004,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,4,12th,Chemistry-II,A,ai_assisted_review_pass_v1,0,0,,,0,0.967,4|2|2|7|2|3|2|2|4|2|2,4|2|2|7|2|3|2|2|4|2|2,4|2|2|7|2|3|2|2|4|2|2
781,benqa_ext_12th-Biology-II_0166,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,166,12th,Biology-II,C,ai_assisted_review_pass_v1,0,0,,,0,1.089,,,
782,benqa_ext_12th-Chemistry-I_0151,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,151,12th,Chemistry-I,C,ai_assisted_review_pass_v1,0,0,,,0,1.012,2|2|2,2|2|2,2|2|2
783,benqa_ext_12th-Math-I_0014,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,14,12th,Math-I,B,ai_assisted_review_pass_v1,0,0,,,0,0.997,1|3|5|2|4|6|4|6|8|1|2|3|28|22|40|22|28|40|22|28|40|28|22|40,1|3|5|2|4|6|4|6|8|1|2|3|28|22|40|22|28|40|22|28|40|28|22|40,1|3|5|2|4|6|4|6|8|1|2|3|28|22|40|22|28|40|22|28|40|28|22|40
784,benqa_ext_12th-Biology-I_0147,literature/code/BEnQA/data/BEnQA/12th-Biology-I.csv,147,12th,Biology-I,B,ai_assisted_review_pass_v1,0,0,,,0,0.991,,,
785,benqa_ext_10th-Physics_0230,literature/code/BEnQA/data/BEnQA/10th-Physics.csv,230,10th,Physics,A,ai_assisted_review_pass_v1,0,0,,,0,1.036,,,
786,benqa_ext_8th-Science_0110,literature/code/BEnQA/data/BEnQA/8th-Science.csv,110,8th,Science,D,ai_assisted_review_pass_v1,0,0,,,0,1.033,4|2|3,4|2|3,4|2|3
787,benqa_ext_10th-Chemistry_0080,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,80,10th,Chemistry,D,ai_assisted_review_pass_v1,0,0,,,0,1.097,139|154|279|310,139|154|279|310,139|154|279|310
788,benqa_ext_10th-Math-II_0234,literature/code/BEnQA/data/BEnQA/10th-Math-II.csv,234,10th,Math-II,B,ai_assisted_review_warn_v1,0,1,,bangla_english_digit_mismatch,0,1.043,4|3|7|2|4|2|6|4|5|6,4|3|7|2|4|2|6|4|5|6,2|4|3|7|2|4|6|4|5|6
789,benqa_ext_10th-Chemistry_0274,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,274,10th,Chemistry,D,ai_assisted_review_warn_v1,0,1,,bangla_english_digit_mismatch,0,1.047,2|2|2|2|3|2|2|2,2|2|2|2|3|2|2|2,2|2|2|3|2|2|2
790,benqa_ext_12th-Physics-II_0329,literature/code/BEnQA/data/BEnQA/12th-Physics-II.csv,329,12th,Physics-II,A,ai_assisted_review_pass_v1,0,0,,,0,1.041,,,
791,benqa_ext_12th-Math-I_0169,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,169,12th,Math-I,A,ai_assisted_review_pass_v1,0,0,,,0,1.008,0|1|2|2|4|6|2|3,0|1|2|2|4|6|2|3,0|1|2|2|4|6|2|3
792,benqa_ext_10th-Math_0362,literature/code/BEnQA/data/BEnQA/10th-Math.csv,362,10th,Math,D,ai_assisted_review_pass_v1,0,0,,,0,1.017,1|2|2|1|2|3|2|3|4|3|4,1|2|2|1|2|3|2|3|4|3|4,1|2|2|1|2|3|2|3|4|3|4
793,benqa_ext_12th-Physics-II_0210,literature/code/BEnQA/data/BEnQA/12th-Physics-II.csv,210,12th,Physics-II,A,ai_assisted_review_pass_v1,0,0,,,0,1.085,,,
794,benqa_ext_12th-Math-I_0200,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,200,12th,Math-I,A,ai_assisted_review_pass_v1,0,0,,,0,1.028,3|4|3|2|5|3|5|4|5|4|5|3,3|4|3|2|5|3|5|4|5|4|5|3,3|4|3|2|5|3|5|4|5|4|5|3
795,benqa_ext_12th-Chemistry-I_0300,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,300,12th,Chemistry-I,C,ai_assisted_review_pass_v1,0,0,,,0,1.059,,,
796,benqa_ext_12th-Chemistry-II_0110,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,110,12th,Chemistry-II,C,ai_assisted_review_pass_v1,0,0,,,0,1.029,5|2|2|4|2|4|3|2|4|10|2|2|4|8|2|2|4|2|4|4|7|2|2|4,5|2|2|4|2|4|3|2|4|10|2|2|4|8|2|2|4|2|4|4|7|2|2|4,5|2|2|4|2|4|3|2|4|10|2|2|4|8|2|2|4|2|4|4|7|2|2|4
797,benqa_ext_10th-Biology_0250,literature/code/BEnQA/data/BEnQA/10th-Biology.csv,250,10th,Biology,C,ai_assisted_review_pass_v1,0,0,,,0,1.039,,,
798,benqa_ext_10th-Biology_0001,literature/code/BEnQA/data/BEnQA/10th-Biology.csv,1,10th,Biology,C,ai_assisted_review_pass_v1,0,0,,,0,1.037,12|25|17|30|22|35|27|40,12|25|17|30|22|35|27|40,12|25|17|30|22|35|27|40
799,benqa_ext_12th-Biology-I_0080,literature/code/BEnQA/data/BEnQA/12th-Biology-I.csv,80,12th,Biology-I,C,ai_assisted_review_pass_v1,0,0,,,0,0.967,,,
800,benqa_ext_12th-Biology-I_0189,literature/code/BEnQA/data/BEnQA/12th-Biology-I.csv,189,12th,Biology-I,A,ai_assisted_review_warn_v1,0,1,,bangla_english_digit_mismatch,0,1.022,1|2|3|4|5,1|2|3|4|5,2|3|4|5
801,benqa_ext_8th-Math_0103,literature/code/BEnQA/data/BEnQA/8th-Math.csv,103,8th,Math,A,ai_assisted_review_pass_v1,0,0,,,0,1.082,2|1|7|5|2|2|5,2|1|7|5|2|2|5,2|1|7|5|2|2|5
802,benqa_ext_12th-Biology-II_0222,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,222,12th,Biology-II,A,ai_assisted_review_warn_v1,0,2,,bangla_english_digit_mismatch;bangla_banglish_formulaish_token_mismatch,0,1.08,1|65|78|1|2|3,1|65|78|1|2|3,1|65|75
803,benqa_ext_10th-Physics_0270,literature/code/BEnQA/data/BEnQA/10th-Physics.csv,270,10th,Physics,D,ai_assisted_review_pass_v1,0,0,,,0,1.024,2|2|2|1|3|2|3,2|2|2|1|3|2|3,2|2|2|1|3|2|3
804,benqa_ext_10th-Physics_0199,literature/code/BEnQA/data/BEnQA/10th-Physics.csv,199,10th,Physics,D,ai_assisted_review_pass_v1,0,0,,,0,1.053,,,
805,benqa_ext_10th-Math-II_0135,literature/code/BEnQA/data/BEnQA/10th-Math-II.csv,135,10th,Math-II,B,ai_assisted_review_pass_v1,0,0,,,0,1.042,2|0|0|2|0|2|2|4|2|4,2|0|0|2|0|2|2|4|2|4,2|0|0|2|0|2|2|4|2|4
806,benqa_ext_12th-Physics-I_0028,literature/code/BEnQA/data/BEnQA/12th-Physics-I.csv,28,12th,Physics-I,A,ai_assisted_review_pass_v1,0,0,,,0,1.087,300|100|200|300|400,300|100|200|300|400,300|100|200|300|400
807,benqa_ext_12th-Math-I_0170,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,170,12th,Math-I,D,ai_assisted_review_pass_v1,0,0,,,0,1.004,2|2|4|2|2|1|2|2|2|2|2|2,2|2|4|2|2|1|2|2|2|2|2|2,2|2|4|2|2|1|2|2|2|2|2|2
808,benqa_ext_8th-Science_0203,literature/code/BEnQA/data/BEnQA/8th-Science.csv,203,8th,Science,C,ai_assisted_review_pass_v1,0,0,,,0,1.132,27,27,27
809,benqa_ext_12th-Biology-I_0282,literature/code/BEnQA/data/BEnQA/12th-Biology-I.csv,282,12th,Biology-I,B,ai_assisted_review_pass_v1,0,0,,,0,1.016,2,2,2
810,benqa_ext_12th-Physics-II_0223,literature/code/BEnQA/data/BEnQA/12th-Physics-II.csv,223,12th,Physics-II,C,ai_assisted_review_pass_v1,0,0,,,0,1.051,,,
811,benqa_ext_12th-Chemistry-II_0239,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,239,12th,Chemistry-II,D,ai_assisted_review_pass_v1,0,0,,,0,1.008,3|2|2|3,3|2|2|3,3|2|2|3
812,benqa_ext_12th-Chemistry-II_0057,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,57,12th,Chemistry-II,D,ai_assisted_review_pass_v1,0,0,,,0,1.033,2|7|2|2|2|7|2|2|6,2|7|2|2|2|7|2|2|6,2|7|2|2|2|7|2|2|6
813,benqa_ext_12th-Physics-II_0032,literature/code/BEnQA/data/BEnQA/12th-Physics-II.csv,32,12th,Physics-II,D,ai_assisted_review_pass_v1,0,0,,,0,1.058,2,2,2
814,benqa_ext_10th-Chemistry_0016,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,16,10th,Chemistry,A,ai_assisted_review_pass_v1,0,0,,,0,1.069,,,
815,benqa_ext_10th-Biology_0024,literature/code/BEnQA/data/BEnQA/10th-Biology.csv,24,10th,Biology,C,ai_assisted_review_warn_v1,0,1,,bangla_english_digit_mismatch,0,1.119,14|15|16|17,14|15|16|17,14|16|15|17
816,benqa_ext_12th-Chemistry-II_0161,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,161,12th,Chemistry-II,C,ai_assisted_review_pass_v1,0,0,,,0,1.02,2|2,2|2,2|2
817,benqa_ext_12th-Biology-I_0151,literature/code/BEnQA/data/BEnQA/12th-Biology-I.csv,151,12th,Biology-I,C,ai_assisted_review_pass_v1,0,0,,,0,1.08,,,
818,benqa_ext_10th-Math_0161,literature/code/BEnQA/data/BEnQA/10th-Math.csv,161,10th,Math,B,ai_assisted_review_warn_v1,0,1,,bangla_banglish_formulaish_token_mismatch,0,1.11,8|12|3619|12|904|78|301|59|150|8,8|12|3619|12|904|78|301|59|150|8,8|12|3619|12|904|78|301|59|150|8
819,benqa_ext_10th-Math_0136,literature/code/BEnQA/data/BEnQA/10th-Math.csv,136,10th,Math,D,ai_assisted_review_warn_v1,0,1,,bangla_english_digit_mismatch,0,1.035,2|3|27|0|0|2|2|3|3|3|3|3|3,2|3|27|0|0|2|2|3|3|3|3|3|3,2|3|27|0|2|2|3|3|3|3|3|3
820,benqa_ext_10th-Chemistry_0181,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,181,10th,Chemistry,C,ai_assisted_review_pass_v1,0,0,,,0,1.056,19|1|3|4|5,19|1|3|4|5,19|1|3|4|5
821,benqa_ext_10th-Physics_0229,literature/code/BEnQA/data/BEnQA/10th-Physics.csv,229,10th,Physics,D,ai_assisted_review_warn_v1,0,1,,bangla_banglish_formulaish_token_mismatch,0,1.062,235|92|143|92,235|92|143|92,235|92|143|92
822,benqa_ext_12th-Chemistry-II_0244,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,244,12th,Chemistry-II,C,ai_assisted_review_warn_v1,0,2,,english_duplicate_option_text;bangla_english_digit_mismatch,0,1.04,2|5|2|5|10|2|2|5|10|3|2|5|10|4|2|5|10|5,2|5|2|5|10|2|2|5|10|3|2|5|10|4|2|5|10|5,2|5|2|5|10|2|2|5|10|3|2|5|10|3|2|5|10|5
823,benqa_ext_12th-Chemistry-II_0283,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,283,12th,Chemistry-II,A,ai_assisted_review_pass_v1,0,0,,,0,1.024,6|5|8|5|6|5|9|2|4|5|9|5|4|5|9|8,6|5|8|5|6|5|9|2|4|5|9|5|4|5|9|8,6|5|8|5|6|5|9|2|4|5|9|5|4|5|9|8
824,benqa_ext_8th-Science_0048,literature/code/BEnQA/data/BEnQA/8th-Science.csv,48,8th,Science,B,ai_assisted_review_pass_v1,0,0,,,0,1.086,,,
825,benqa_ext_12th-Biology-II_0326,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,326,12th,Biology-II,C,ai_assisted_review_pass_v1,0,0,,,0,1.04,5|4|65|2|23|5|24|01|24|8|25|15,5|4|65|2|23|5|24|01|24|8|25|15,5|4|65|2|23|5|24|01|24|8|25|15
826,benqa_ext_10th-Math_0028,literature/code/BEnQA/data/BEnQA/10th-Math.csv,28,10th,Math,A,ai_assisted_review_pass_v1,0,0,,,0,1.083,2|2|4|4|2|2,2|2|4|4|2|2,2|2|4|4|2|2
827,benqa_ext_10th-Biology_0074,literature/code/BEnQA/data/BEnQA/10th-Biology.csv,74,10th,Biology,A,ai_assisted_review_pass_v1,0,0,,,0,1.05,1905|1915|1920|1925,1905|1915|1920|1925,1905|1915|1920|1925
828,benqa_ext_12th-Physics-II_0275,literature/code/BEnQA/data/BEnQA/12th-Physics-II.csv,275,12th,Physics-II,B,ai_assisted_review_pass_v1,0,0,,,0,1.049,360|40|400|600|720|900,360|40|400|600|720|900,360|40|400|600|720|900
829,benqa_ext_12th-Math-II_0116,literature/code/BEnQA/data/BEnQA/12th-Math-II.csv,116,12th,Math-II,B,ai_assisted_review_pass_v1,0,0,,,0,1.013,2|8|2|2|3|2|3|2|2|3|2|7|2|2,2|8|2|2|3|2|3|2|2|3|2|7|2|2,2|8|2|2|3|2|3|2|2|3|2|7|2|2
830,benqa_ext_8th-Science_0114,literature/code/BEnQA/data/BEnQA/8th-Science.csv,114,8th,Science,A,ai_assisted_review_pass_v1,0,0,,,0,1.101,,,
831,benqa_ext_10th-Biology_0115,literature/code/BEnQA/data/BEnQA/10th-Biology.csv,115,10th,Biology,A,ai_assisted_review_pass_v1,0,0,,,0,1.016,,,
832,benqa_ext_10th-Math_0189,literature/code/BEnQA/data/BEnQA/10th-Math.csv,189,10th,Math,B,ai_assisted_review_warn_v1,0,1,,bangla_english_digit_mismatch,0,1.051,2|2|4|4|2|2|4,2|2|4|4|2|2|4,3|2|4|4|2|2|4
833,benqa_ext_10th-Physics_0119,literature/code/BEnQA/data/BEnQA/10th-Physics.csv,119,10th,Physics,A,ai_assisted_review_pass_v1,0,0,,,0,1.085,,,
834,benqa_ext_12th-Physics-I_0170,literature/code/BEnQA/data/BEnQA/12th-Physics-I.csv,170,12th,Physics-I,B,ai_assisted_review_warn_v1,0,1,,bangla_english_digit_mismatch,0,1.111,0|207|0|414|2|4,0|207|0|414|2|4,3|0|207|0|414|2|4
835,benqa_ext_12th-Physics-II_0207,literature/code/BEnQA/data/BEnQA/12th-Physics-II.csv,207,12th,Physics-II,D,ai_assisted_review_warn_v1,0,1,,bangla_banglish_formulaish_token_mismatch,0,1.071,5898|92|5461|62|67|90|99,5898|92|5461|62|67|90|99,5898|92|5461|62|67|90|99
836,benqa_ext_12th-Biology-II_0317,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,317,12th,Biology-II,A,ai_assisted_review_pass_v1,0,0,,,0,1.11,23|24|20|25,23|24|20|25,23|24|20|25
837,benqa_ext_8th-Science_0175,literature/code/BEnQA/data/BEnQA/8th-Science.csv,175,8th,Science,B,ai_assisted_review_pass_v1,0,0,,,0,1.154,,,
838,benqa_ext_12th-Physics-II_0323,literature/code/BEnQA/data/BEnQA/12th-Physics-II.csv,323,12th,Physics-II,C,ai_assisted_review_pass_v1,0,0,,,0,1.05,,,
839,benqa_ext_12th-Biology-I_0030,literature/code/BEnQA/data/BEnQA/12th-Biology-I.csv,30,12th,Biology-I,A,ai_assisted_review_pass_v1,0,0,,,0,0.96,,,
840,benqa_ext_12th-Chemistry-II_0377,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,377,12th,Chemistry-II,B,ai_assisted_review_pass_v1,0,0,,,0,1.06,0|25|2|4|24600|24500|24400|24300,0|25|2|4|24600|24500|24400|24300,0|25|2|4|24600|24500|24400|24300
841,benqa_ext_12th-Math-I_0379,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,379,12th,Math-I,B,ai_assisted_review_pass_v1,0,0,,,0,1.01,2|3|4|1|1|4,2|3|4|1|1|4,2|3|4|1|1|4
842,benqa_ext_10th-Physics_0111,literature/code/BEnQA/data/BEnQA/10th-Physics.csv,111,10th,Physics,A,ai_assisted_review_pass_v1,0,0,,,0,1.105,,,
843,benqa_ext_8th-Science_0131,literature/code/BEnQA/data/BEnQA/8th-Science.csv,131,8th,Science,B,ai_assisted_review_pass_v1,0,0,,,0,1.037,100|5|0|05|20|105|500,100|5|0|05|20|105|500,100|5|0|05|20|105|500
844,benqa_ext_12th-Chemistry-II_0118,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,118,12th,Chemistry-II,A,ai_assisted_review_pass_v1,0,0,,,0,1.005,2|0|76|2|0|28|2|2|36|2|2|87|3|1|66,2|0|76|2|0|28|2|2|36|2|2|87|3|1|66,2|0|76|2|0|28|2|2|36|2|2|87|3|1|66
845,benqa_ext_12th-Chemistry-I_0237,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,237,12th,Chemistry-I,A,ai_assisted_review_pass_v1,0,0,,,0,1.186,,,
846,benqa_ext_8th-Math_0055,literature/code/BEnQA/data/BEnQA/8th-Math.csv,55,8th,Math,C,ai_assisted_review_warn_v1,0,1,,bangla_english_digit_mismatch,0,1.17,4|12|16|64|96,4|12|16|64|96,4|12|3|16|3|64|3|96|3
847,benqa_ext_10th-Chemistry_0095,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,95,10th,Chemistry,D,ai_assisted_review_pass_v1,0,0,,,0,0.977,3,3,3
848,benqa_ext_8th-Science_0224,literature/code/BEnQA/data/BEnQA/8th-Science.csv,224,8th,Science,B,ai_assisted_review_pass_v1,0,0,,,0,1.047,,,
849,benqa_ext_10th-Biology_0065,literature/code/BEnQA/data/BEnQA/10th-Biology.csv,65,10th,Biology,A,ai_assisted_review_pass_v1,0,0,,,0,1.113,4,4,4
850,benqa_ext_10th-Math-II_0336,literature/code/BEnQA/data/BEnQA/10th-Math-II.csv,336,10th,Math-II,C,ai_assisted_review_pass_v1,0,0,,,0,1.009,2|4|3|2|3|4|17|4|11|4|9|4|7|4,2|4|3|2|3|4|17|4|11|4|9|4|7|4,2|4|3|2|3|4|17|4|11|4|9|4|7|4
851,benqa_ext_12th-Math-II_0185,literature/code/BEnQA/data/BEnQA/12th-Math-II.csv,185,12th,Math-II,C,ai_assisted_review_pass_v1,0,0,,,0,1.029,8|5|1|1,8|5|1|1,8|5|1|1
852,benqa_ext_12th-Math-I_0037,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,37,12th,Math-I,D,ai_assisted_review_pass_v1,0,0,,,0,1.071,3|2|4|6|5|7|4|11|3|9|2|13|2|8|26|0,3|2|4|6|5|7|4|11|3|9|2|13|2|8|26|0,3|2|4|6|5|7|4|11|3|9|2|13|2|8|26|0
853,benqa_ext_10th-Biology_0120,literature/code/BEnQA/data/BEnQA/10th-Biology.csv,120,10th,Biology,D,ai_assisted_review_pass_v1,0,0,,,0,0.972,,,
854,benqa_ext_10th-Biology_0056,literature/code/BEnQA/data/BEnQA/10th-Biology.csv,56,10th,Biology,A,ai_assisted_review_pass_v1,0,0,,,0,1.178,,,
855,benqa_ext_8th-Science_0053,literature/code/BEnQA/data/BEnQA/8th-Science.csv,53,8th,Science,D,ai_assisted_review_pass_v1,0,0,,,0,1.05,3|2|2|2,3|2|2|2,3|2|2|2
856,benqa_ext_12th-Physics-I_0004,literature/code/BEnQA/data/BEnQA/12th-Physics-I.csv,4,12th,Physics-I,A,ai_assisted_review_warn_v1,0,1,,suspicious_romanization_pattern:\btb[a-z]+,0,1.103,15|1|30|2|7|5,15|1|30|2|7|5,15|1|30|2|7|5
857,benqa_ext_10th-Biology_0206,literature/code/BEnQA/data/BEnQA/10th-Biology.csv,206,10th,Biology,D,ai_assisted_review_pass_v1,0,0,,,0,1.034,,,
858,benqa_ext_12th-Chemistry-I_0051,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,51,12th,Chemistry-I,A,ai_assisted_review_pass_v1,0,0,,,0,1.125,,,
859,benqa_ext_8th-Math_0181,literature/code/BEnQA/data/BEnQA/8th-Math.csv,181,8th,Math,D,ai_assisted_review_pass_v1,0,0,,,0,1.061,120|180|270|360,120|180|270|360,120|180|270|360
860,benqa_ext_12th-Physics-I_0130,literature/code/BEnQA/data/BEnQA/12th-Physics-I.csv,130,12th,Physics-I,A,ai_assisted_review_pass_v1,0,0,,,0,1.117,4|2|1|2|1|4,4|2|1|2|1|4,4|2|1|2|1|4
861,benqa_ext_10th-Physics_0315,literature/code/BEnQA/data/BEnQA/10th-Physics.csv,315,10th,Physics,D,ai_assisted_review_warn_v1,0,1,,bangla_english_digit_mismatch,0,1.035,12|3|0|021|0|25|48|192,12|3|0|021|0|25|48|192,4|12|3|0|021|0|25|48|192
862,benqa_ext_12th-Biology-II_0099,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,99,12th,Biology-II,C,ai_assisted_review_pass_v1,0,0,,,0,1.067,,,
863,benqa_ext_12th-Physics-I_0303,literature/code/BEnQA/data/BEnQA/12th-Physics-I.csv,303,12th,Physics-I,B,ai_assisted_review_pass_v1,0,0,,,0,1.057,9|1|9,9|1|9,9|1|9
864,benqa_ext_12th-Math-I_0009,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,9,12th,Math-I,A,ai_assisted_review_pass_v1,0,0,,,0,1.022,3|0|0|0|3|0|0|0|3,3|0|0|0|3|0|0|0|3,3|0|0|0|3|0|0|0|3
865,benqa_ext_12th-Math-I_0264,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,264,12th,Math-I,D,ai_assisted_review_pass_v1,0,0,,,0,0.991,1|1|1|1|2|6|3|7|1|3|3|9|1|3|3|9,1|1|1|1|2|6|3|7|1|3|3|9|1|3|3|9,1|1|1|1|2|6|3|7|1|3|3|9|1|3|3|9
866,benqa_ext_12th-Biology-II_0245,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,245,12th,Biology-II,C,ai_assisted_review_warn_v1,0,1,,bangla_english_digit_mismatch,0,1.028,3|1|13|3|9|7|2|1,3|1|13|3|9|7|2|1,3|01|13|03|9|07|2|01
867,benqa_ext_10th-Physics_0137,literature/code/BEnQA/data/BEnQA/10th-Physics.csv,137,10th,Physics,A,ai_assisted_review_pass_v1,0,0,,,0,1.138,,,
868,benqa_ext_10th-Chemistry_0358,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,358,10th,Chemistry,A,ai_assisted_review_pass_v1,0,0,,,0,1.049,1|8|084|10|21|8|084|10|22|8|084|10|23|8|084|10|24,1|8|084|10|21|8|084|10|22|8|084|10|23|8|084|10|24,1|8|084|10|21|8|084|10|22|8|084|10|23|8|084|10|24
869,benqa_ext_12th-Math-II_0075,literature/code/BEnQA/data/BEnQA/12th-Math-II.csv,75,12th,Math-II,C,ai_assisted_review_pass_v1,0,0,,,0,1.058,2|5|0|4|5|0|4|5|0|4|5|0|4|5|0,2|5|0|4|5|0|4|5|0|4|5|0|4|5|0,2|5|0|4|5|0|4|5|0|4|5|0|4|5|0
