route,id,gold,rule,action,routed_answer,routed_correct,baseline_correct,delta_vs_baseline,changed_from_baseline,banglish_parsed,generated_bn_parsed,generated_en_parsed,repair_strategy
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_10th-Physics_0055,D,three_view_majority,banglish_bn_majority,D,True,True,0,False,D,D,D,source_fallback_after_failed_repair
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_10th-Physics_0055,D,generated_bn_only,use_generated_bn,D,True,True,0,False,D,D,D,source_fallback_after_failed_repair
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_10th-Physics_0055,D,generated_en_only,use_generated_en,D,True,True,0,False,D,D,D,source_fallback_after_failed_repair
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_10th-Physics_0055,D,generated_bn_if_baseline_empty,fallback_baseline,D,True,True,0,False,D,D,D,source_fallback_after_failed_repair
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_10th-Physics_0055,D,generated_en_if_baseline_empty,fallback_baseline,D,True,True,0,False,D,D,D,source_fallback_after_failed_repair
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_10th-Physics_0055,D,all_disagree_bn_tiebreak,fallback_baseline,D,True,True,0,False,D,D,D,source_fallback_after_failed_repair
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_10th-Physics_0055,D,all_disagree_en_tiebreak,fallback_baseline,D,True,True,0,False,D,D,D,source_fallback_after_failed_repair
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_10th-Physics_0055,D,generated_bn_priority_nonbaseline,fallback_baseline,D,True,True,0,False,D,D,D,source_fallback_after_failed_repair
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_10th-Physics_0055,D,generated_en_priority_nonbaseline,fallback_baseline,D,True,True,0,False,D,D,D,source_fallback_after_failed_repair
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_10th-Physics_0296,D,baseline,baseline,B,False,False,0,False,B,B,B,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_10th-Physics_0296,D,strict_generated_agreement,fallback_baseline,B,False,False,0,False,B,B,B,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_10th-Physics_0296,D,three_view_majority,banglish_bn_majority,B,False,False,0,False,B,B,B,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_10th-Physics_0296,D,generated_bn_only,use_generated_bn,B,False,False,0,False,B,B,B,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_10th-Physics_0296,D,generated_en_only,use_generated_en,B,False,False,0,False,B,B,B,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_10th-Physics_0296,D,generated_bn_if_baseline_empty,fallback_baseline,B,False,False,0,False,B,B,B,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_10th-Physics_0296,D,generated_en_if_baseline_empty,fallback_baseline,B,False,False,0,False,B,B,B,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_10th-Physics_0296,D,all_disagree_bn_tiebreak,fallback_baseline,B,False,False,0,False,B,B,B,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_10th-Physics_0296,D,all_disagree_en_tiebreak,fallback_baseline,B,False,False,0,False,B,B,B,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_10th-Physics_0296,D,generated_bn_priority_nonbaseline,fallback_baseline,B,False,False,0,False,B,B,B,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_10th-Physics_0296,D,generated_en_priority_nonbaseline,fallback_baseline,B,False,False,0,False,B,B,B,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Biology-II_0119,C,baseline,baseline,B,False,False,0,False,B,C,B,source_fallback_after_failed_repair
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Biology-II_0119,C,strict_generated_agreement,fallback_baseline,B,False,False,0,False,B,C,B,source_fallback_after_failed_repair
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Biology-II_0119,C,three_view_majority,banglish_en_majority,B,False,False,0,False,B,C,B,source_fallback_after_failed_repair
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Biology-II_0119,C,generated_bn_only,use_generated_bn,C,True,False,1,True,B,C,B,source_fallback_after_failed_repair
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Biology-II_0119,C,generated_en_only,use_generated_en,B,False,False,0,False,B,C,B,source_fallback_after_failed_repair
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Biology-II_0119,C,generated_bn_if_baseline_empty,fallback_baseline,B,False,False,0,False,B,C,B,source_fallback_after_failed_repair
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Biology-II_0119,C,generated_en_if_baseline_empty,fallback_baseline,B,False,False,0,False,B,C,B,source_fallback_after_failed_repair
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Biology-II_0119,C,all_disagree_bn_tiebreak,fallback_baseline,B,False,False,0,False,B,C,B,source_fallback_after_failed_repair
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Biology-II_0119,C,all_disagree_en_tiebreak,fallback_baseline,B,False,False,0,False,B,C,B,source_fallback_after_failed_repair
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Biology-II_0119,C,generated_bn_priority_nonbaseline,bn_nonbaseline_priority,C,True,False,1,True,B,C,B,source_fallback_after_failed_repair
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Biology-II_0119,C,generated_en_priority_nonbaseline,bn_nonbaseline_priority,C,True,False,1,True,B,C,B,source_fallback_after_failed_repair
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Biology-II_0179,A,baseline,baseline,B,False,False,0,False,B,D,A,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Biology-II_0179,A,strict_generated_agreement,fallback_baseline,B,False,False,0,False,B,D,A,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Biology-II_0179,A,three_view_majority,fallback_baseline,B,False,False,0,False,B,D,A,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Biology-II_0179,A,generated_bn_only,use_generated_bn,D,False,False,0,True,B,D,A,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Biology-II_0179,A,generated_en_only,use_generated_en,A,True,False,1,True,B,D,A,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Biology-II_0179,A,generated_bn_if_baseline_empty,fallback_baseline,B,False,False,0,False,B,D,A,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Biology-II_0179,A,generated_en_if_baseline_empty,fallback_baseline,B,False,False,0,False,B,D,A,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Biology-II_0179,A,all_disagree_bn_tiebreak,all_disagree_use_bn,D,False,False,0,True,B,D,A,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Biology-II_0179,A,all_disagree_en_tiebreak,all_disagree_use_en,A,True,False,1,True,B,D,A,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Biology-II_0179,A,generated_bn_priority_nonbaseline,bn_nonbaseline_priority,D,False,False,0,True,B,D,A,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Biology-II_0179,A,generated_en_priority_nonbaseline,en_nonbaseline_priority,A,True,False,1,True,B,D,A,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Biology-II_0325,A,baseline,baseline,B,False,False,0,False,B,C,A,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Biology-II_0325,A,strict_generated_agreement,fallback_baseline,B,False,False,0,False,B,C,A,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Biology-II_0325,A,three_view_majority,fallback_baseline,B,False,False,0,False,B,C,A,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Biology-II_0325,A,generated_bn_only,use_generated_bn,C,False,False,0,True,B,C,A,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Biology-II_0325,A,generated_en_only,use_generated_en,A,True,False,1,True,B,C,A,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Biology-II_0325,A,generated_bn_if_baseline_empty,fallback_baseline,B,False,False,0,False,B,C,A,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Biology-II_0325,A,generated_en_if_baseline_empty,fallback_baseline,B,False,False,0,False,B,C,A,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Biology-II_0325,A,all_disagree_bn_tiebreak,all_disagree_use_bn,C,False,False,0,True,B,C,A,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Biology-II_0325,A,all_disagree_en_tiebreak,all_disagree_use_en,A,True,False,1,True,B,C,A,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Biology-II_0325,A,generated_bn_priority_nonbaseline,bn_nonbaseline_priority,C,False,False,0,True,B,C,A,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Biology-II_0325,A,generated_en_priority_nonbaseline,en_nonbaseline_priority,A,True,False,1,True,B,C,A,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Biology-I_0039,C,baseline,baseline,B,False,False,0,False,B,B,B,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Biology-I_0039,C,strict_generated_agreement,fallback_baseline,B,False,False,0,False,B,B,B,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Biology-I_0039,C,three_view_majority,banglish_bn_majority,B,False,False,0,False,B,B,B,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Biology-I_0039,C,generated_bn_only,use_generated_bn,B,False,False,0,False,B,B,B,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Biology-I_0039,C,generated_en_only,use_generated_en,B,False,False,0,False,B,B,B,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Biology-I_0039,C,generated_bn_if_baseline_empty,fallback_baseline,B,False,False,0,False,B,B,B,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Biology-I_0039,C,generated_en_if_baseline_empty,fallback_baseline,B,False,False,0,False,B,B,B,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Biology-I_0039,C,all_disagree_bn_tiebreak,fallback_baseline,B,False,False,0,False,B,B,B,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Biology-I_0039,C,all_disagree_en_tiebreak,fallback_baseline,B,False,False,0,False,B,B,B,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Biology-I_0039,C,generated_bn_priority_nonbaseline,fallback_baseline,B,False,False,0,False,B,B,B,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Biology-I_0039,C,generated_en_priority_nonbaseline,fallback_baseline,B,False,False,0,False,B,B,B,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Biology-I_0218,B,baseline,baseline,D,False,False,0,False,D,B,D,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Biology-I_0218,B,strict_generated_agreement,fallback_baseline,D,False,False,0,False,D,B,D,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Biology-I_0218,B,three_view_majority,banglish_en_majority,D,False,False,0,False,D,B,D,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Biology-I_0218,B,generated_bn_only,use_generated_bn,B,True,False,1,True,D,B,D,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Biology-I_0218,B,generated_en_only,use_generated_en,D,False,False,0,False,D,B,D,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Biology-I_0218,B,generated_bn_if_baseline_empty,fallback_baseline,D,False,False,0,False,D,B,D,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Biology-I_0218,B,generated_en_if_baseline_empty,fallback_baseline,D,False,False,0,False,D,B,D,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Biology-I_0218,B,all_disagree_bn_tiebreak,fallback_baseline,D,False,False,0,False,D,B,D,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Biology-I_0218,B,all_disagree_en_tiebreak,fallback_baseline,D,False,False,0,False,D,B,D,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Biology-I_0218,B,generated_bn_priority_nonbaseline,bn_nonbaseline_priority,B,True,False,1,True,D,B,D,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Biology-I_0218,B,generated_en_priority_nonbaseline,bn_nonbaseline_priority,B,True,False,1,True,D,B,D,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Biology-I_0265,A,baseline,baseline,D,False,False,0,False,D,D,D,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Biology-I_0265,A,strict_generated_agreement,fallback_baseline,D,False,False,0,False,D,D,D,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Biology-I_0265,A,three_view_majority,banglish_bn_majority,D,False,False,0,False,D,D,D,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Biology-I_0265,A,generated_bn_only,use_generated_bn,D,False,False,0,False,D,D,D,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Biology-I_0265,A,generated_en_only,use_generated_en,D,False,False,0,False,D,D,D,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Biology-I_0265,A,generated_bn_if_baseline_empty,fallback_baseline,D,False,False,0,False,D,D,D,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Biology-I_0265,A,generated_en_if_baseline_empty,fallback_baseline,D,False,False,0,False,D,D,D,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Biology-I_0265,A,all_disagree_bn_tiebreak,fallback_baseline,D,False,False,0,False,D,D,D,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Biology-I_0265,A,all_disagree_en_tiebreak,fallback_baseline,D,False,False,0,False,D,D,D,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Biology-I_0265,A,generated_bn_priority_nonbaseline,fallback_baseline,D,False,False,0,False,D,D,D,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Biology-I_0265,A,generated_en_priority_nonbaseline,fallback_baseline,D,False,False,0,False,D,D,D,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Chemistry-II_0054,A,baseline,baseline,A,True,True,0,False,A,D,A,source_fallback_after_failed_repair
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Chemistry-II_0054,A,strict_generated_agreement,fallback_baseline,A,True,True,0,False,A,D,A,source_fallback_after_failed_repair
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Chemistry-II_0054,A,three_view_majority,banglish_en_majority,A,True,True,0,False,A,D,A,source_fallback_after_failed_repair
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Chemistry-II_0054,A,generated_bn_only,use_generated_bn,D,False,True,-1,True,A,D,A,source_fallback_after_failed_repair
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Chemistry-II_0054,A,generated_en_only,use_generated_en,A,True,True,0,False,A,D,A,source_fallback_after_failed_repair
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Chemistry-II_0054,A,generated_bn_if_baseline_empty,fallback_baseline,A,True,True,0,False,A,D,A,source_fallback_after_failed_repair
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Chemistry-II_0054,A,generated_en_if_baseline_empty,fallback_baseline,A,True,True,0,False,A,D,A,source_fallback_after_failed_repair
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Chemistry-II_0054,A,all_disagree_bn_tiebreak,fallback_baseline,A,True,True,0,False,A,D,A,source_fallback_after_failed_repair
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Chemistry-II_0054,A,all_disagree_en_tiebreak,fallback_baseline,A,True,True,0,False,A,D,A,source_fallback_after_failed_repair
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Chemistry-II_0054,A,generated_bn_priority_nonbaseline,bn_nonbaseline_priority,D,False,True,-1,True,A,D,A,source_fallback_after_failed_repair
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Chemistry-II_0054,A,generated_en_priority_nonbaseline,bn_nonbaseline_priority,D,False,True,-1,True,A,D,A,source_fallback_after_failed_repair
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Chemistry-II_0240,B,baseline,baseline,B,True,True,0,False,B,A,B,source_fallback_after_failed_repair
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Chemistry-II_0240,B,strict_generated_agreement,fallback_baseline,B,True,True,0,False,B,A,B,source_fallback_after_failed_repair
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Chemistry-II_0240,B,three_view_majority,banglish_en_majority,B,True,True,0,False,B,A,B,source_fallback_after_failed_repair
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Chemistry-II_0240,B,generated_bn_only,use_generated_bn,A,False,True,-1,True,B,A,B,source_fallback_after_failed_repair
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Chemistry-II_0240,B,generated_en_only,use_generated_en,B,True,True,0,False,B,A,B,source_fallback_after_failed_repair
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Chemistry-II_0240,B,generated_bn_if_baseline_empty,fallback_baseline,B,True,True,0,False,B,A,B,source_fallback_after_failed_repair
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Chemistry-II_0240,B,generated_en_if_baseline_empty,fallback_baseline,B,True,True,0,False,B,A,B,source_fallback_after_failed_repair
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Chemistry-II_0240,B,all_disagree_bn_tiebreak,fallback_baseline,B,True,True,0,False,B,A,B,source_fallback_after_failed_repair
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Chemistry-II_0240,B,all_disagree_en_tiebreak,fallback_baseline,B,True,True,0,False,B,A,B,source_fallback_after_failed_repair
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Chemistry-II_0240,B,generated_bn_priority_nonbaseline,bn_nonbaseline_priority,A,False,True,-1,True,B,A,B,source_fallback_after_failed_repair
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Chemistry-II_0240,B,generated_en_priority_nonbaseline,bn_nonbaseline_priority,A,False,True,-1,True,B,A,B,source_fallback_after_failed_repair
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Chemistry-II_0305,D,baseline,baseline,A,False,False,0,False,A,B,A,source_fallback_after_failed_repair
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Chemistry-II_0305,D,strict_generated_agreement,fallback_baseline,A,False,False,0,False,A,B,A,source_fallback_after_failed_repair
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Chemistry-II_0305,D,three_view_majority,banglish_en_majority,A,False,False,0,False,A,B,A,source_fallback_after_failed_repair
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Chemistry-II_0305,D,generated_bn_only,use_generated_bn,B,False,False,0,True,A,B,A,source_fallback_after_failed_repair
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Chemistry-II_0305,D,generated_en_only,use_generated_en,A,False,False,0,False,A,B,A,source_fallback_after_failed_repair
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Chemistry-II_0305,D,generated_bn_if_baseline_empty,fallback_baseline,A,False,False,0,False,A,B,A,source_fallback_after_failed_repair
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Chemistry-II_0305,D,generated_en_if_baseline_empty,fallback_baseline,A,False,False,0,False,A,B,A,source_fallback_after_failed_repair
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Chemistry-II_0305,D,all_disagree_bn_tiebreak,fallback_baseline,A,False,False,0,False,A,B,A,source_fallback_after_failed_repair
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Chemistry-II_0305,D,all_disagree_en_tiebreak,fallback_baseline,A,False,False,0,False,A,B,A,source_fallback_after_failed_repair
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Chemistry-II_0305,D,generated_bn_priority_nonbaseline,bn_nonbaseline_priority,B,False,False,0,True,A,B,A,source_fallback_after_failed_repair
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Chemistry-II_0305,D,generated_en_priority_nonbaseline,bn_nonbaseline_priority,B,False,False,0,True,A,B,A,source_fallback_after_failed_repair
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Chemistry-I_0140,D,baseline,baseline,A,False,False,0,False,A,B,A,source_fallback_after_failed_repair
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Chemistry-I_0140,D,strict_generated_agreement,fallback_baseline,A,False,False,0,False,A,B,A,source_fallback_after_failed_repair
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Chemistry-I_0140,D,three_view_majority,banglish_en_majority,A,False,False,0,False,A,B,A,source_fallback_after_failed_repair
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Chemistry-I_0140,D,generated_bn_only,use_generated_bn,B,False,False,0,True,A,B,A,source_fallback_after_failed_repair
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Chemistry-I_0140,D,generated_en_only,use_generated_en,A,False,False,0,False,A,B,A,source_fallback_after_failed_repair
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Chemistry-I_0140,D,generated_bn_if_baseline_empty,fallback_baseline,A,False,False,0,False,A,B,A,source_fallback_after_failed_repair
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Chemistry-I_0140,D,generated_en_if_baseline_empty,fallback_baseline,A,False,False,0,False,A,B,A,source_fallback_after_failed_repair
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Chemistry-I_0140,D,all_disagree_bn_tiebreak,fallback_baseline,A,False,False,0,False,A,B,A,source_fallback_after_failed_repair
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Chemistry-I_0140,D,all_disagree_en_tiebreak,fallback_baseline,A,False,False,0,False,A,B,A,source_fallback_after_failed_repair
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Chemistry-I_0140,D,generated_bn_priority_nonbaseline,bn_nonbaseline_priority,B,False,False,0,True,A,B,A,source_fallback_after_failed_repair
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Chemistry-I_0140,D,generated_en_priority_nonbaseline,bn_nonbaseline_priority,B,False,False,0,True,A,B,A,source_fallback_after_failed_repair
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Chemistry-I_0190,B,baseline,baseline,C,False,False,0,False,C,C,B,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Chemistry-I_0190,B,strict_generated_agreement,fallback_baseline,C,False,False,0,False,C,C,B,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Chemistry-I_0190,B,three_view_majority,banglish_bn_majority,C,False,False,0,False,C,C,B,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Chemistry-I_0190,B,generated_bn_only,use_generated_bn,C,False,False,0,False,C,C,B,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Chemistry-I_0190,B,generated_en_only,use_generated_en,B,True,False,1,True,C,C,B,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Chemistry-I_0190,B,generated_bn_if_baseline_empty,fallback_baseline,C,False,False,0,False,C,C,B,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Chemistry-I_0190,B,generated_en_if_baseline_empty,fallback_baseline,C,False,False,0,False,C,C,B,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Chemistry-I_0190,B,all_disagree_bn_tiebreak,fallback_baseline,C,False,False,0,False,C,C,B,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Chemistry-I_0190,B,all_disagree_en_tiebreak,fallback_baseline,C,False,False,0,False,C,C,B,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Chemistry-I_0190,B,generated_bn_priority_nonbaseline,en_nonbaseline_priority,B,True,False,1,True,C,C,B,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Chemistry-I_0190,B,generated_en_priority_nonbaseline,en_nonbaseline_priority,B,True,False,1,True,C,C,B,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Chemistry-I_0303,D,baseline,baseline,D,True,True,0,False,D,D,D,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Chemistry-I_0303,D,strict_generated_agreement,fallback_baseline,D,True,True,0,False,D,D,D,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Chemistry-I_0303,D,three_view_majority,banglish_bn_majority,D,True,True,0,False,D,D,D,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Chemistry-I_0303,D,generated_bn_only,use_generated_bn,D,True,True,0,False,D,D,D,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Chemistry-I_0303,D,generated_en_only,use_generated_en,D,True,True,0,False,D,D,D,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Chemistry-I_0303,D,generated_bn_if_baseline_empty,fallback_baseline,D,True,True,0,False,D,D,D,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Chemistry-I_0303,D,generated_en_if_baseline_empty,fallback_baseline,D,True,True,0,False,D,D,D,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Chemistry-I_0303,D,all_disagree_bn_tiebreak,fallback_baseline,D,True,True,0,False,D,D,D,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Chemistry-I_0303,D,all_disagree_en_tiebreak,fallback_baseline,D,True,True,0,False,D,D,D,translated_stem_source_tail
Qwen2.5 protected-v3 phonetic + guarded EN,benqa_12th-Chemistry-I_0303,D,generated_bn_priority_nonbaseline,fallback_baseline,D,True,True,0,False,D,D,D,translated_stem_source_tail
