id,dataset,domain,subject,grade,task_type,quality_status,review_label,content_token_count,variation_seen_token_count,high_variation_token_count,variation_seen_share,high_variation_share,spelling_variation_exposure,mean_repeated_variants_seen,variation_exposure_quartile_all,variation_exposure_quartile_dataset,model,bangla_correct,banglish_correct,english_correct,banglish_fragile,strict_bangla_english_fragile,all_script_hard
banglamath_0552,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,minor_edit,10,4,0,0.4,0.0,0.3,1.75,q2,q2,Qwen3-4B,False,False,False,False,False,True
benqa_12th-Physics-II_0290,benqa,physics-ii,Physics-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,20,5,2,0.25,0.1,0.55,3.2,q3,q3,Qwen2.5-3B,False,False,False,False,False,True
benqa_12th-Physics-II_0290,benqa,physics-ii,Physics-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,20,5,2,0.25,0.1,0.55,3.2,q3,q3,Qwen2.5-7B,True,False,True,True,True,False
benqa_12th-Physics-II_0290,benqa,physics-ii,Physics-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,20,5,2,0.25,0.1,0.55,3.2,q3,q3,Qwen3-4B,True,False,False,True,False,False
benqa_8th-Math_0072,benqa,math,Math,8th,mcq,auto_romanized_unverified_v4,unreviewed,6,1,1,0.1667,0.1667,1.0,7.0,q4,q4,Qwen2.5-3B,False,True,False,False,False,False
benqa_8th-Math_0072,benqa,math,Math,8th,mcq,auto_romanized_unverified_v4,unreviewed,6,1,1,0.1667,0.1667,1.0,7.0,q4,q4,Qwen2.5-7B,False,False,True,True,False,False
benqa_8th-Math_0072,benqa,math,Math,8th,mcq,auto_romanized_unverified_v4,unreviewed,6,1,1,0.1667,0.1667,1.0,7.0,q4,q4,Qwen3-4B,False,False,False,False,False,True
banglamath_0539,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,minor_edit,16,6,1,0.375,0.0625,0.5,2.3333,q3,q3,Qwen2.5-3B,False,False,False,False,False,True
banglamath_0539,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,minor_edit,16,6,1,0.375,0.0625,0.5,2.3333,q3,q3,Qwen2.5-7B,False,False,False,False,False,True
banglamath_0539,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,minor_edit,16,6,1,0.375,0.0625,0.5,2.3333,q3,q3,Qwen3-4B,False,False,False,False,False,True
benqa_12th-Physics-I_0133,benqa,physics-i,Physics-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,9,1,0,0.1111,0.0,0.2222,3.0,q2,q2,Qwen2.5-3B,True,True,True,False,False,False
benqa_12th-Physics-I_0133,benqa,physics-i,Physics-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,9,1,0,0.1111,0.0,0.2222,3.0,q2,q2,Qwen2.5-7B,True,False,True,True,True,False
benqa_12th-Physics-I_0133,benqa,physics-i,Physics-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,9,1,0,0.1111,0.0,0.2222,3.0,q2,q2,Qwen3-4B,True,False,True,True,True,False
benqa_10th-Biology_0128,benqa,biology,Biology,10th,mcq,human_reviewed_banglish_v5,minor_edit,6,1,0,0.1667,0.0,0.3333,3.0,q2,q2,Qwen2.5-3B,True,False,True,True,True,False
benqa_10th-Biology_0128,benqa,biology,Biology,10th,mcq,human_reviewed_banglish_v5,minor_edit,6,1,0,0.1667,0.0,0.3333,3.0,q2,q2,Qwen2.5-7B,False,False,True,True,False,False
benqa_10th-Biology_0128,benqa,biology,Biology,10th,mcq,human_reviewed_banglish_v5,minor_edit,6,1,0,0.1667,0.0,0.3333,3.0,q2,q2,Qwen3-4B,True,False,False,True,False,False
benqa_12th-Physics-II_0195,benqa,physics-ii,Physics-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,6,2,0,0.3333,0.0,0.5,2.5,q3,q3,Qwen2.5-3B,False,False,True,True,False,False
benqa_12th-Physics-II_0195,benqa,physics-ii,Physics-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,6,2,0,0.3333,0.0,0.5,2.5,q3,q3,Qwen2.5-7B,True,False,True,True,True,False
benqa_12th-Physics-II_0195,benqa,physics-ii,Physics-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,6,2,0,0.3333,0.0,0.5,2.5,q3,q3,Qwen3-4B,False,False,False,False,False,True
benqa_12th-Chemistry-I_0190,benqa,chemistry-i,Chemistry-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,6,1,1,0.1667,0.1667,1.0,7.0,q4,q4,Qwen2.5-3B,False,False,False,False,False,True
benqa_12th-Chemistry-I_0190,benqa,chemistry-i,Chemistry-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,6,1,1,0.1667,0.1667,1.0,7.0,q4,q4,Qwen2.5-7B,False,False,True,True,False,False
benqa_12th-Chemistry-I_0190,benqa,chemistry-i,Chemistry-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,6,1,1,0.1667,0.1667,1.0,7.0,q4,q4,Qwen3-4B,False,False,True,True,False,False
benqa_8th-Math_0062,benqa,math,Math,8th,mcq,auto_romanized_unverified_v4,unreviewed,6,1,1,0.1667,0.1667,1.0,7.0,q4,q4,Qwen2.5-3B,True,True,True,False,False,False
benqa_8th-Math_0062,benqa,math,Math,8th,mcq,auto_romanized_unverified_v4,unreviewed,6,1,1,0.1667,0.1667,1.0,7.0,q4,q4,Qwen2.5-7B,True,False,True,True,True,False
benqa_8th-Math_0062,benqa,math,Math,8th,mcq,auto_romanized_unverified_v4,unreviewed,6,1,1,0.1667,0.1667,1.0,7.0,q4,q4,Qwen3-4B,True,True,True,False,False,False
banglamath_0549,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,major_edit,17,5,0,0.2941,0.0,0.3529,2.2,q2,q2,Qwen2.5-3B,False,False,False,False,False,True
banglamath_0549,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,major_edit,17,5,0,0.2941,0.0,0.3529,2.2,q2,q2,Qwen2.5-7B,False,False,False,False,False,True
banglamath_0549,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,major_edit,17,5,0,0.2941,0.0,0.3529,2.2,q2,q2,Qwen3-4B,False,False,False,False,False,True
benqa_12th-Math-I_0029,benqa,math-i,Math-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,13,3,3,0.2308,0.2308,1.0,5.3333,q4,q4,Qwen2.5-3B,False,False,False,False,False,True
benqa_12th-Math-I_0029,benqa,math-i,Math-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,13,3,3,0.2308,0.2308,1.0,5.3333,q4,q4,Qwen2.5-7B,False,False,True,True,False,False
benqa_12th-Math-I_0029,benqa,math-i,Math-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,13,3,3,0.2308,0.2308,1.0,5.3333,q4,q4,Qwen3-4B,False,False,False,False,False,True
benqa_10th-Chemistry_0322,benqa,chemistry,Chemistry,10th,mcq,auto_romanized_unverified_v4,unreviewed,5,0,0,0.0,0.0,0.0,0.0,q1,q1,Qwen2.5-3B,True,True,True,False,False,False
benqa_10th-Chemistry_0322,benqa,chemistry,Chemistry,10th,mcq,auto_romanized_unverified_v4,unreviewed,5,0,0,0.0,0.0,0.0,0.0,q1,q1,Qwen2.5-7B,True,False,True,True,True,False
benqa_10th-Chemistry_0322,benqa,chemistry,Chemistry,10th,mcq,auto_romanized_unverified_v4,unreviewed,5,0,0,0.0,0.0,0.0,0.0,q1,q1,Qwen3-4B,True,False,True,True,True,False
benqa_12th-Biology-II_0203,benqa,biology-ii,Biology-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,23,5,3,0.2174,0.1304,0.6087,3.8,q3,q3,Qwen2.5-3B,True,True,True,False,False,False
benqa_12th-Biology-II_0203,benqa,biology-ii,Biology-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,23,5,3,0.2174,0.1304,0.6087,3.8,q3,q3,Qwen2.5-7B,True,True,True,False,False,False
benqa_12th-Biology-II_0203,benqa,biology-ii,Biology-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,23,5,3,0.2174,0.1304,0.6087,3.8,q3,q3,Qwen3-4B,True,True,False,False,False,False
banglamath_1703,banglamath,math,,Eight,short_answer,human_reviewed_banglish_v5,minor_edit,18,10,2,0.5556,0.1111,0.6111,2.1,q3,q3,Qwen2.5-3B,False,False,False,False,False,True
banglamath_1703,banglamath,math,,Eight,short_answer,human_reviewed_banglish_v5,minor_edit,18,10,2,0.5556,0.1111,0.6111,2.1,q3,q3,Qwen2.5-7B,False,False,False,False,False,True
banglamath_1703,banglamath,math,,Eight,short_answer,human_reviewed_banglish_v5,minor_edit,18,10,2,0.5556,0.1111,0.6111,2.1,q3,q3,Qwen3-4B,False,False,False,False,False,True
benqa_10th-Physics_0106,benqa,physics,Physics,10th,mcq,human_reviewed_banglish_v5,minor_edit,17,5,0,0.2941,0.0,0.4118,2.4,q3,q3,Qwen2.5-3B,False,False,False,False,False,True
benqa_10th-Physics_0106,benqa,physics,Physics,10th,mcq,human_reviewed_banglish_v5,minor_edit,17,5,0,0.2941,0.0,0.4118,2.4,q3,q3,Qwen2.5-7B,False,False,False,False,False,True
benqa_10th-Physics_0106,benqa,physics,Physics,10th,mcq,human_reviewed_banglish_v5,minor_edit,17,5,0,0.2941,0.0,0.4118,2.4,q3,q3,Qwen3-4B,False,False,False,False,False,True
benqa_12th-Math-I_0187,benqa,math-i,Math-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,10,1,0,0.1,0.0,0.1,2.0,q1,q2,Qwen2.5-3B,False,False,False,False,False,True
benqa_12th-Math-I_0187,benqa,math-i,Math-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,10,1,0,0.1,0.0,0.1,2.0,q1,q2,Qwen2.5-7B,False,True,False,False,False,False
benqa_12th-Math-I_0187,benqa,math-i,Math-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,10,1,0,0.1,0.0,0.1,2.0,q1,q2,Qwen3-4B,False,False,False,False,False,True
benqa_10th-Biology_0149,benqa,biology,Biology,10th,mcq,auto_romanized_unverified_v4,unreviewed,7,1,0,0.1429,0.0,0.2857,3.0,q2,q2,Qwen2.5-3B,True,False,False,True,False,False
benqa_10th-Biology_0149,benqa,biology,Biology,10th,mcq,auto_romanized_unverified_v4,unreviewed,7,1,0,0.1429,0.0,0.2857,3.0,q2,q2,Qwen2.5-7B,True,False,True,True,True,False
benqa_10th-Biology_0149,benqa,biology,Biology,10th,mcq,auto_romanized_unverified_v4,unreviewed,7,1,0,0.1429,0.0,0.2857,3.0,q2,q2,Qwen3-4B,False,False,True,True,False,False
benqa_10th-Physics_0130,benqa,physics,Physics,10th,mcq,human_review_bad_banglish,bad,22,5,1,0.2273,0.0455,0.4545,3.0,q3,q3,Qwen2.5-3B,True,True,False,False,False,False
benqa_10th-Physics_0130,benqa,physics,Physics,10th,mcq,human_review_bad_banglish,bad,22,5,1,0.2273,0.0455,0.4545,3.0,q3,q3,Qwen2.5-7B,False,True,True,False,False,False
benqa_10th-Physics_0130,benqa,physics,Physics,10th,mcq,human_review_bad_banglish,bad,22,5,1,0.2273,0.0455,0.4545,3.0,q3,q3,Qwen3-4B,True,True,True,False,False,False
benqa_12th-Chemistry-I_0286,benqa,chemistry-i,Chemistry-I,12th,mcq,human_review_bad_banglish,bad,6,0,0,0.0,0.0,0.0,0.0,q1,q1,Qwen2.5-3B,False,False,False,False,False,True
benqa_12th-Chemistry-I_0286,benqa,chemistry-i,Chemistry-I,12th,mcq,human_review_bad_banglish,bad,6,0,0,0.0,0.0,0.0,0.0,q1,q1,Qwen2.5-7B,False,False,False,False,False,True
benqa_12th-Chemistry-I_0286,benqa,chemistry-i,Chemistry-I,12th,mcq,human_review_bad_banglish,bad,6,0,0,0.0,0.0,0.0,0.0,q1,q1,Qwen3-4B,False,False,False,False,False,True
benqa_12th-Physics-II_0131,benqa,physics-ii,Physics-II,12th,mcq,human_review_bad_banglish,bad,5,0,0,0.0,0.0,0.0,0.0,q1,q1,Qwen2.5-3B,False,True,False,False,False,False
benqa_12th-Physics-II_0131,benqa,physics-ii,Physics-II,12th,mcq,human_review_bad_banglish,bad,5,0,0,0.0,0.0,0.0,0.0,q1,q1,Qwen2.5-7B,False,False,False,False,False,True
benqa_12th-Physics-II_0131,benqa,physics-ii,Physics-II,12th,mcq,human_review_bad_banglish,bad,5,0,0,0.0,0.0,0.0,0.0,q1,q1,Qwen3-4B,False,False,False,False,False,True
benqa_10th-Biology_0188,benqa,biology,Biology,10th,mcq,auto_romanized_unverified_v4,unreviewed,5,1,0,0.2,0.0,0.0,1.0,q1,q1,Qwen2.5-3B,False,False,False,False,False,True
benqa_10th-Biology_0188,benqa,biology,Biology,10th,mcq,auto_romanized_unverified_v4,unreviewed,5,1,0,0.2,0.0,0.0,1.0,q1,q1,Qwen2.5-7B,False,True,True,False,False,False
benqa_10th-Biology_0188,benqa,biology,Biology,10th,mcq,auto_romanized_unverified_v4,unreviewed,5,1,0,0.2,0.0,0.0,1.0,q1,q1,Qwen3-4B,True,False,False,True,False,False
banglamath_1686,banglamath,math,,Eight,short_answer,auto_romanized_unverified_v4,unreviewed,21,9,3,0.4286,0.1429,0.8095,2.8889,q4,q4,Qwen2.5-3B,False,False,False,False,False,True
banglamath_1686,banglamath,math,,Eight,short_answer,auto_romanized_unverified_v4,unreviewed,21,9,3,0.4286,0.1429,0.8095,2.8889,q4,q4,Qwen2.5-7B,False,False,False,False,False,True
banglamath_1686,banglamath,math,,Eight,short_answer,auto_romanized_unverified_v4,unreviewed,21,9,3,0.4286,0.1429,0.8095,2.8889,q4,q4,Qwen3-4B,False,False,False,False,False,True
banglamath_0188,banglamath,math,,six,short_answer,human_reviewed_banglish_v5,minor_edit,22,14,5,0.6364,0.2273,1.2273,2.9286,q4,q4,Qwen2.5-3B,False,False,False,False,False,True
banglamath_0188,banglamath,math,,six,short_answer,human_reviewed_banglish_v5,minor_edit,22,14,5,0.6364,0.2273,1.2273,2.9286,q4,q4,Qwen2.5-7B,False,False,False,False,False,True
banglamath_0188,banglamath,math,,six,short_answer,human_reviewed_banglish_v5,minor_edit,22,14,5,0.6364,0.2273,1.2273,2.9286,q4,q4,Qwen3-4B,False,False,False,False,False,True
benqa_10th-Physics_0036,benqa,physics,Physics,10th,mcq,human_reviewed_banglish_v5,minor_edit,13,2,0,0.1538,0.0,0.0769,1.5,q1,q1,Qwen2.5-3B,True,True,True,False,False,False
benqa_10th-Physics_0036,benqa,physics,Physics,10th,mcq,human_reviewed_banglish_v5,minor_edit,13,2,0,0.1538,0.0,0.0769,1.5,q1,q1,Qwen2.5-7B,True,True,True,False,False,False
benqa_10th-Physics_0036,benqa,physics,Physics,10th,mcq,human_reviewed_banglish_v5,minor_edit,13,2,0,0.1538,0.0,0.0769,1.5,q1,q1,Qwen3-4B,True,True,True,False,False,False
benqa_12th-Chemistry-I_0218,benqa,chemistry-i,Chemistry-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,7,2,0,0.2857,0.0,0.4286,2.5,q3,q3,Qwen2.5-3B,False,False,False,False,False,True
benqa_12th-Chemistry-I_0218,benqa,chemistry-i,Chemistry-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,7,2,0,0.2857,0.0,0.4286,2.5,q3,q3,Qwen2.5-7B,False,False,False,False,False,True
benqa_12th-Chemistry-I_0218,benqa,chemistry-i,Chemistry-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,7,2,0,0.2857,0.0,0.4286,2.5,q3,q3,Qwen3-4B,True,True,True,False,False,False
benqa_10th-Biology_0090,benqa,biology,Biology,10th,mcq,human_reviewed_banglish_v5,minor_edit,3,0,0,0.0,0.0,0.0,0.0,q1,q1,Qwen2.5-3B,False,False,False,False,False,True
benqa_10th-Biology_0090,benqa,biology,Biology,10th,mcq,human_reviewed_banglish_v5,minor_edit,3,0,0,0.0,0.0,0.0,0.0,q1,q1,Qwen2.5-7B,True,True,True,False,False,False
benqa_10th-Biology_0090,benqa,biology,Biology,10th,mcq,human_reviewed_banglish_v5,minor_edit,3,0,0,0.0,0.0,0.0,0.0,q1,q1,Qwen3-4B,False,False,True,True,False,False
benqa_12th-Chemistry-II_0117,benqa,chemistry-ii,Chemistry-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,18,1,0,0.0556,0.0,0.0,1.0,q1,q1,Qwen2.5-3B,False,False,False,False,False,True
benqa_12th-Chemistry-II_0117,benqa,chemistry-ii,Chemistry-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,18,1,0,0.0556,0.0,0.0,1.0,q1,q1,Qwen2.5-7B,True,False,True,True,True,False
benqa_12th-Chemistry-II_0117,benqa,chemistry-ii,Chemistry-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,18,1,0,0.0556,0.0,0.0,1.0,q1,q1,Qwen3-4B,False,False,True,True,False,False
benqa_12th-Biology-II_0034,benqa,biology-ii,Biology-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,4,0,0,0.0,0.0,0.0,0.0,q1,q1,Qwen2.5-3B,False,False,True,True,False,False
benqa_12th-Biology-II_0034,benqa,biology-ii,Biology-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,4,0,0,0.0,0.0,0.0,0.0,q1,q1,Qwen2.5-7B,True,True,False,False,False,False
benqa_12th-Biology-II_0034,benqa,biology-ii,Biology-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,4,0,0,0.0,0.0,0.0,0.0,q1,q1,Qwen3-4B,False,False,True,True,False,False
benqa_12th-Physics-II_0088,benqa,physics-ii,Physics-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,15,4,1,0.2667,0.0667,0.5333,3.0,q3,q3,Qwen2.5-3B,False,False,False,False,False,True
benqa_12th-Physics-II_0088,benqa,physics-ii,Physics-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,15,4,1,0.2667,0.0667,0.5333,3.0,q3,q3,Qwen2.5-7B,False,False,False,False,False,True
benqa_12th-Physics-II_0088,benqa,physics-ii,Physics-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,15,4,1,0.2667,0.0667,0.5333,3.0,q3,q3,Qwen3-4B,False,False,False,False,False,True
banglamath_1696,banglamath,math,,Eight,short_answer,human_reviewed_banglish_v5,minor_edit,10,3,1,0.3,0.1,0.4,2.3333,q2,q2,Qwen2.5-3B,False,False,False,False,False,True
banglamath_1696,banglamath,math,,Eight,short_answer,human_reviewed_banglish_v5,minor_edit,10,3,1,0.3,0.1,0.4,2.3333,q2,q2,Qwen2.5-7B,False,False,False,False,False,True
banglamath_1696,banglamath,math,,Eight,short_answer,human_reviewed_banglish_v5,minor_edit,10,3,1,0.3,0.1,0.4,2.3333,q2,q2,Qwen3-4B,False,False,False,False,False,True
banglamath_0531,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,minor_edit,12,4,0,0.3333,0.0,0.4167,2.25,q3,q2,Qwen2.5-3B,False,False,False,False,False,True
banglamath_0531,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,minor_edit,12,4,0,0.3333,0.0,0.4167,2.25,q3,q2,Qwen2.5-7B,False,False,False,False,False,True
banglamath_0531,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,minor_edit,12,4,0,0.3333,0.0,0.4167,2.25,q3,q2,Qwen3-4B,False,False,False,False,False,True
benqa_12th-Chemistry-II_0305,benqa,chemistry-ii,Chemistry-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,6,2,0,0.3333,0.0,0.5,2.5,q3,q3,Qwen2.5-3B,False,False,False,False,False,True
benqa_12th-Chemistry-II_0305,benqa,chemistry-ii,Chemistry-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,6,2,0,0.3333,0.0,0.5,2.5,q3,q3,Qwen2.5-7B,False,False,False,False,False,True
benqa_12th-Chemistry-II_0305,benqa,chemistry-ii,Chemistry-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,6,2,0,0.3333,0.0,0.5,2.5,q3,q3,Qwen3-4B,False,True,False,False,False,False
benqa_10th-Physics_0296,benqa,physics,Physics,10th,mcq,auto_romanized_unverified_v4,unreviewed,9,1,0,0.1111,0.0,0.2222,3.0,q2,q2,Qwen2.5-3B,False,False,True,True,False,False
benqa_10th-Physics_0296,benqa,physics,Physics,10th,mcq,auto_romanized_unverified_v4,unreviewed,9,1,0,0.1111,0.0,0.2222,3.0,q2,q2,Qwen2.5-7B,False,False,False,False,False,True
benqa_10th-Physics_0296,benqa,physics,Physics,10th,mcq,auto_romanized_unverified_v4,unreviewed,9,1,0,0.1111,0.0,0.2222,3.0,q2,q2,Qwen3-4B,False,True,False,False,False,False
benqa_10th-Physics_0150,benqa,physics,Physics,10th,mcq,human_reviewed_banglish_v5,minor_edit,3,0,0,0.0,0.0,0.0,0.0,q1,q1,Qwen2.5-3B,False,True,True,False,False,False
benqa_10th-Physics_0150,benqa,physics,Physics,10th,mcq,human_reviewed_banglish_v5,minor_edit,3,0,0,0.0,0.0,0.0,0.0,q1,q1,Qwen2.5-7B,False,True,True,False,False,False
benqa_10th-Physics_0150,benqa,physics,Physics,10th,mcq,human_reviewed_banglish_v5,minor_edit,3,0,0,0.0,0.0,0.0,0.0,q1,q1,Qwen3-4B,True,False,True,True,True,False
banglamath_0526,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,minor_edit,9,3,0,0.3333,0.0,0.3333,2.0,q2,q2,Qwen2.5-3B,True,False,True,True,True,False
banglamath_0526,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,minor_edit,9,3,0,0.3333,0.0,0.3333,2.0,q2,q2,Qwen2.5-7B,True,False,True,True,True,False
banglamath_0526,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,minor_edit,9,3,0,0.3333,0.0,0.3333,2.0,q2,q2,Qwen3-4B,False,False,True,True,False,False
benqa_10th-Chemistry_0110,benqa,chemistry,Chemistry,10th,mcq,human_reviewed_banglish_v5,minor_edit,4,0,0,0.0,0.0,0.0,0.0,q1,q1,Qwen2.5-3B,False,False,True,True,False,False
benqa_10th-Chemistry_0110,benqa,chemistry,Chemistry,10th,mcq,human_reviewed_banglish_v5,minor_edit,4,0,0,0.0,0.0,0.0,0.0,q1,q1,Qwen2.5-7B,True,False,True,True,True,False
benqa_10th-Chemistry_0110,benqa,chemistry,Chemistry,10th,mcq,human_reviewed_banglish_v5,minor_edit,4,0,0,0.0,0.0,0.0,0.0,q1,q1,Qwen3-4B,False,False,True,True,False,False
benqa_10th-Math-II_0357,benqa,math-ii,Math-II,10th,mcq,human_reviewed_banglish_v5,minor_edit,11,3,0,0.2727,0.0,0.3636,2.3333,q2,q2,Qwen2.5-3B,False,False,False,False,False,True
benqa_10th-Math-II_0357,benqa,math-ii,Math-II,10th,mcq,human_reviewed_banglish_v5,minor_edit,11,3,0,0.2727,0.0,0.3636,2.3333,q2,q2,Qwen2.5-7B,False,False,False,False,False,True
benqa_10th-Math-II_0357,benqa,math-ii,Math-II,10th,mcq,human_reviewed_banglish_v5,minor_edit,11,3,0,0.2727,0.0,0.3636,2.3333,q2,q2,Qwen3-4B,True,True,False,False,False,False
benqa_12th-Chemistry-II_0013,benqa,chemistry-ii,Chemistry-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,6,2,0,0.3333,0.0,0.3333,2.0,q2,q2,Qwen2.5-3B,False,True,True,False,False,False
benqa_12th-Chemistry-II_0013,benqa,chemistry-ii,Chemistry-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,6,2,0,0.3333,0.0,0.3333,2.0,q2,q2,Qwen2.5-7B,False,False,True,True,False,False
benqa_12th-Chemistry-II_0013,benqa,chemistry-ii,Chemistry-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,6,2,0,0.3333,0.0,0.3333,2.0,q2,q2,Qwen3-4B,True,False,True,True,True,False
benqa_8th-Science_0202,benqa,science,Science,8th,mcq,human_reviewed_banglish_v5,minor_edit,4,1,0,0.25,0.0,0.0,1.0,q1,q1,Qwen2.5-3B,True,False,True,True,True,False
benqa_8th-Science_0202,benqa,science,Science,8th,mcq,human_reviewed_banglish_v5,minor_edit,4,1,0,0.25,0.0,0.0,1.0,q1,q1,Qwen2.5-7B,True,False,True,True,True,False
benqa_8th-Science_0202,benqa,science,Science,8th,mcq,human_reviewed_banglish_v5,minor_edit,4,1,0,0.25,0.0,0.0,1.0,q1,q1,Qwen3-4B,True,False,True,True,True,False
benqa_8th-Science_0078,benqa,science,Science,8th,mcq,human_reviewed_banglish_v5,minor_edit,22,6,2,0.2727,0.0909,0.7727,3.8333,q4,q4,Qwen2.5-3B,False,False,False,False,False,True
benqa_8th-Science_0078,benqa,science,Science,8th,mcq,human_reviewed_banglish_v5,minor_edit,22,6,2,0.2727,0.0909,0.7727,3.8333,q4,q4,Qwen2.5-7B,False,False,False,False,False,True
benqa_8th-Science_0078,benqa,science,Science,8th,mcq,human_reviewed_banglish_v5,minor_edit,22,6,2,0.2727,0.0909,0.7727,3.8333,q4,q4,Qwen3-4B,False,True,True,False,False,False
benqa_12th-Math-I_0202,benqa,math-i,Math-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,7,1,0,0.1429,0.0,0.1429,2.0,q1,q2,Qwen2.5-3B,True,False,False,True,False,False
benqa_12th-Math-I_0202,benqa,math-i,Math-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,7,1,0,0.1429,0.0,0.1429,2.0,q1,q2,Qwen2.5-7B,True,True,True,False,False,False
benqa_12th-Math-I_0202,benqa,math-i,Math-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,7,1,0,0.1429,0.0,0.1429,2.0,q1,q2,Qwen3-4B,True,True,True,False,False,False
benqa_12th-Physics-II_0213,benqa,physics-ii,Physics-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,9,1,0,0.1111,0.0,0.1111,2.0,q1,q2,Qwen2.5-3B,False,False,False,False,False,True
benqa_12th-Physics-II_0213,benqa,physics-ii,Physics-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,9,1,0,0.1111,0.0,0.1111,2.0,q1,q2,Qwen2.5-7B,False,False,False,False,False,True
benqa_12th-Physics-II_0213,benqa,physics-ii,Physics-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,9,1,0,0.1111,0.0,0.1111,2.0,q1,q2,Qwen3-4B,False,False,False,False,False,True
banglamath_1684,banglamath,math,,Eight,short_answer,human_reviewed_banglish_v5,minor_edit,23,5,0,0.2174,0.0,0.0435,1.2,q1,q1,Qwen2.5-3B,False,False,False,False,False,True
banglamath_1684,banglamath,math,,Eight,short_answer,human_reviewed_banglish_v5,minor_edit,23,5,0,0.2174,0.0,0.0435,1.2,q1,q1,Qwen2.5-7B,False,False,False,False,False,True
banglamath_1684,banglamath,math,,Eight,short_answer,human_reviewed_banglish_v5,minor_edit,23,5,0,0.2174,0.0,0.0435,1.2,q1,q1,Qwen3-4B,False,False,False,False,False,True
banglamath_0186,banglamath,math,,six,short_answer,human_reviewed_banglish_v5,minor_edit,13,8,0,0.6154,0.0,0.4615,1.75,q3,q3,Qwen2.5-3B,False,False,False,False,False,True
banglamath_0186,banglamath,math,,six,short_answer,human_reviewed_banglish_v5,minor_edit,13,8,0,0.6154,0.0,0.4615,1.75,q3,q3,Qwen2.5-7B,False,False,False,False,False,True
banglamath_0186,banglamath,math,,six,short_answer,human_reviewed_banglish_v5,minor_edit,13,8,0,0.6154,0.0,0.4615,1.75,q3,q3,Qwen3-4B,False,False,False,False,False,True
banglamath_0231,banglamath,math,,six,short_answer,human_reviewed_banglish_v5,minor_edit,8,4,0,0.5,0.0,0.5,2.0,q3,q3,Qwen2.5-3B,False,False,True,True,False,False
